日期,点击次数,展示,点击率,排名
2026-04-13,1,21,4.76%,7.1
2026-04-14,0,36,0%,7.8
2026-04-15,1,52,1.92%,3
2026-04-16,2,29,6.9%,20.7
2026-04-17,0,29,0%,3.2
2026-04-18,1,23,4.35%,3.1
2026-04-19,0,5,0%,1
