国家/地区,点击次数,展示,点击率,排名
美国,55,461,11.93%,5.62
英国,3,16,18.75%,6.69
澳大利亚,1,27,3.7%,5.15
南非,1,22,4.55%,5.18
印度,1,20,5%,6.25
丹麦,1,4,25%,3.25
肯尼亚,1,3,33.33%,4.67
哈萨克斯坦,1,3,33.33%,8
菲律宾,1,2,50%,3.5
捷克,1,1,100%,2
加纳,1,1,100%,4
马来西亚,1,1,100%,9
加拿大,0,9,0%,3.89
法国,0,9,0%,28.22
荷兰,0,8,0%,38.12
德国,0,6,0%,6.67
日本,0,4,0%,3.25
挪威,0,4,0%,4
巴西,0,4,0%,8.5
黑山,0,3,0%,3
波兰,0,3,0%,4.67
多米尼加共和国,0,3,0%,5
尼日利亚,0,3,0%,7
斯洛伐克,0,2,0%,1
奥地利,0,2,0%,3
泰国,0,2,0%,3.5
瑞士,0,2,0%,4.5
土耳其,0,2,0%,4.5
俄罗斯,0,2,0%,5
瑞典,0,2,0%,7
墨西哥,0,2,0%,22.5
印度尼西亚,0,1,0%,1
坦桑尼亚,0,1,0%,1
越南,0,1,0%,1
比利时,0,1,0%,2
尼加拉瓜,0,1,0%,2
芬兰,0,1,0%,3
希腊,0,1,0%,3
毛里求斯,0,1,0%,3
特立尼达和多巴哥,0,1,0%,3
格鲁吉亚,0,1,0%,6
爱尔兰,0,1,0%,7
卡塔尔,0,1,0%,7
埃及,0,1,0%,9
塞尔维亚,0,1,0%,9
新加坡,0,1,0%,10
摩洛哥,0,1,0%,16
布基纳法索,0,1,0%,20
巴基斯坦,0,1,0%,183
