日期,点击次数,展示,点击率,排名
2026-06-22,2613,32549,8.03%,10
2026-06-23,2393,30306,7.9%,9.8
2026-06-24,2494,30947,8.06%,9.9
2026-06-25,2528,29096,8.69%,9.2
2026-06-26,2703,30871,8.76%,9.6
2026-06-27,2784,32170,8.65%,9.1
2026-06-28,2706,26059,10.38%,8.7
