国家/地区,点击次数,展示,点击率,排名
美国,20,149,13.42%,22.68
英国,2,9,22.22%,14.33
澳大利亚,0,9,0%,25.11
印度,0,8,0%,12.5
加拿大,0,5,0%,3.8
德国,0,3,0%,7.67
罗马尼亚,0,3,0%,12.33
挪威,0,2,0%,6.5
菲律宾,0,2,0%,10
尼日利亚,0,1,0%,2
俄罗斯,0,1,0%,2
西班牙,0,1,0%,3
法国,0,1,0%,5
马来西亚,0,1,0%,7
匈牙利,0,1,0%,10
津巴布韦,0,1,0%,18
哥伦比亚,0,1,0%,45
喀麦隆,0,1,0%,50
