日期,点击次数,展示,点击率,排名
2026-06-15,0,21,0%,5.2
2026-06-16,0,24,0%,6.4
2026-06-17,1,25,4%,11.7
2026-06-18,0,18,0%,4.9
2026-06-19,0,30,0%,2.3
2026-06-20,0,28,0%,14
2026-06-21,0,9,0%,1
