日期,点击次数,展示,点击率,排名
2026-06-01,56,647,8.66%,6
2026-06-02,74,591,12.52%,6.5
2026-06-03,90,725,12.41%,6
2026-06-04,71,655,10.84%,6.2
2026-06-05,46,683,6.73%,6.1
2026-06-06,50,560,8.93%,6
2026-06-07,39,374,10.43%,6
