日期,点击次数,展示,点击率,排名
2026-06-01,34,142,23.94%,8.9
2026-06-02,19,112,16.96%,9.6
2026-06-03,22,133,16.54%,8.5
2026-06-04,33,162,20.37%,9
2026-06-05,33,195,16.92%,8.9
2026-06-06,34,181,18.78%,7.4
2026-06-07,48,234,20.51%,9
