# ----------------------------------------
# 电子商务购买: 商品名称
# 账号：linkdolls
# 媒体资源：linkdolls-new - GA4
# ----------------------------------------
# 
# 所有用户
# 开始日期：20260427
# 结束日期：20260503
商品名称,查看过的商品数,加入购物车的商品数,已购买的商品数,商品收入,跳出率,活跃用户,结账的商品数
V26 - 1.54 lbs Realistic Silicone Vajankle Foot Fetish Sex Toy Right Foot with Built-in Pocket Pussy,40,0,0,0,0.02631578947368421,38,0
V324 - Silicone Ultra-Realistic Sex Foot Toy with Veins and Wrinkles for Foot Worship Fantasy - Size,38,0,0,0,0.030303030303030304,33,0
L583(13.2lb/27.5‘’) Sex Doll Legs Cheap Realistic Sex Dolls |foot fetish toys,31,1,0,0,0,30,0
V27 – 4.41 lbs Left Silicone Customizable Realistic Big Footjob Sex Toys with Vajankle - Size EU 42 ,20,1,1,2146.862473,0,16,1
V24 - Cheap Silicone Fleshlight Foot with Toe Detail and Soft Insert Tunnel - Size EU 34 US 5,17,0,0,0,0,16,0
V637 - Portable TPE Foot Fetish Toys For Discrete Storage In Small Apartments,12,1,0,0,0,10,1
V23 - Under200 Cheap TPE Vajancle Sex Doll Feet Masturbator for Men,11,0,0,0,0,11,0
L582(7.7lb/23.6‘’) Sex Doll Legs Footjob Cheap Leg Torso Toys Female Big Ass Masturbator For Men,9,0,0,0,0,8,0
L584(19lb/70cm) Sex Doll Legs Realistic Female Sexy Leg Sex Dolls Torso For Men Big Booty Sexdoll Hi,9,0,0,0,0,9,0
V332 - Ultra-Soft Silicone Sex Doll Feet with Real Feel Texture for Foot Fetish,9,1,0,0,0,9,0
V322 - Silicone Vajankle Foot Fetish Toy with Detailed Foot Design,8,0,0,0,0,8,0
V636 - Vajankle Foot Fetish Toys & Female Feet,7,0,0,0,0,6,0
V21 - Foot Fleshlight with Realistic Toes and Deep Pleasure Tunnel  for Foot Fetish Beginners,6,0,0,0,0,6,0
V334 - 1:1 Lifelike Silicone Flexible Stainless-Steel Skeleton Sex Doll Feet For High Heel Posing,6,0,0,0,0,6,0
V25 - Lifelike TPE Feet Sex Toy for Trampling and Foot Domination | YATEAOLAI,5,0,0,0,0,3,0
V330 - Real-Skin Silicone Foot Fetish Toys With Positionable Toes For Photography,5,0,0,0,0,5,0
A303 11lb Silicone Big Butt Torso – Realistic & Lightweight Big Ass Toy,4,0,0,0,0,4,0
H074 TPE Oral Blowjob Sex Doll Head 丨WM Doll Head,4,0,0,0,0,1,0
L417(41.9lb/41.7‘’) Crurophilia Silicone Sex Doll Legs and Feet Combo for Foot Fetish – Realistic Sk,4,0,0,0,0,4,0
V321 - Silicone Realistic Sex Doll Feet with Socks – Feet Fleshlight for Adults,4,0,0,0,0,4,0
V325 - Foot Worship Silicone Doll with Wrinkled Soles and Arch Curve,4,0,0,0,0,4,0
A499-84.92LB BBW Big Booty Sex Doll Torso Silicone | LoveNestle Series,3,0,0,0,0,3,0
A515 (5.68lb) Lightweight Realistic Butt Cheap Mini Sex Toy Male Masturbator,3,0,0,0,0,1,0
V323 - Silicone Ultra-Soft Foot Fleshlight with Real Feel Texture,3,0,0,0,0,3,0
V335 - High-Quality Silicone Vein Sex Doll Feet Footjob Toy,3,0,0,0,0,3,0
V656 Soft Silicone Sex Doll Feet for Foot Fetish and Trampling Use,3,0,0,0,0,3,0
A599 (83lb) BBW Sex Doll Torso Big Booty Doggy Style Sucking Doll Biggest Ass Sex Toy [ In Stock US ,2,0,0,0,0,2,0
A682-(19lb) Bigass Sexdoll Torso TPE 19lb Sucking Vibration Realistic Ass,2,0,0,0,0,2,0
"B43 – 39.7 lbs / 18kg Silicone Sex Torso, Huge Soft Gel Breasts & Realistic Vagina for Men",2,0,0,0,0,2,0
B69-(6.2lb) Big Breast  & Vagina Sex Tool Soft Gel-Boobs Torso In Stock EU,2,0,0,0,0,2,0
F5971-160cm/5ft3 C Cup Lifelike Silicone Head Porn Star Celebrity best sex robots | Rosretty Doll,2,0,0,0,0,1,0
L307(35lb/34.6‘’) Sexy Life-Size Silicone Sex Doll Legs with Big Butt and Realistic Skin Texture for,2,0,0,0,0,2,0
L308- (49.6lb/39.3‘’) Silicone Sex Legs Crurophilia Sexy Sex Doll Footjob with Smooth Skin | Arcana ,2,0,0,0,0,2,0
L581（30.8lb/39.3‘’) Sex Doll Legs  Sexy Busty Female Sex Doll Legs Torso Male Masturbator Adult Toy,2,0,0,0,0,2,0
L581（30.8lb/39.3‘’) Sexy Busty Female Sex Doll Legs Sex Doll Legs Torso,2,0,0,0,0,2,0
L8(67.2lb/82cm) Crurophilia Fat TPE Legs and Feet Combo – Realistic Skin Feel｜Climax Doll,2,0,0,0,0,2,0
V331 - Lifelike Silicone Foot Fetish Toys Wrinkles & Veins,2,0,0,0,0,2,0
V333 - High Elasticity TPE Sex Doll Feet for Trampling Play,2,0,0,0,0,2,0
V638 -Vajankle Foot Fetish Toys&TPE Lifesize Female Mannequin Foot,2,0,0,0,0,2,0
A260-Lusandy Sex Dolls with Big Asses Silicone 22lb Sexy and Gel Butt【IN Stock US/EU】,1,0,0,0,0,1,0
"A311-17.4lb Silicone Big Butt Torso – Extended Thighs, Mid-Thigh Length & Realistic Design",1,0,0,0,0,1,0
A418-(8lb) Sexy and Real Fat Lady Ass Realistic Black BBW Ebony Chubby Sex Doll Torso [ In Stock US ,1,0,0,0,0,1,0
A437-38.8LB Silicone BBW Sex Doll Torso Big Ass Bubble Butt | LoveNestle Series,1,0,0,0,0,1,0
A512 (57.32lb) Big Ass Sex Doll Torso Doggy Style 1:1 Life-Sized BBW Sex Doll,1,0,0,0,0,1,0
A561-(33lb)Lifelike Ass Sex Toy|Luxury TPE Ass Torso BBW Sex Doll Nude,1,0,0,0,0,1,0
A664-(37.5lb) Silicone Butt Sexy and Real Realistic Big Ass Sex Doll Torso,1,0,0,0,0,1,0
B37-14.8lb/Full Bust: 33.8inch-Cinnamon Silicone  Boob Job Breast Sex Titty Fucking Mammary Intercou,1,0,0,0,0,1,0
B38-17.1lb/36.2inch Silicone Sex Doll Torso for Realistic Titfuck to Experience Cinnamon | Climax Do,1,0,0,0,0,1,0
"B44 - 39.7 lbs silicone sex doll torso Realistic Breast Masturbator with Vagina and Anus, Head Optio",1,0,0,0,0,1,0
F1063-162cm(5.3ft) F Cup Chloe TPE Best Sex Doll｜Fun West Doll,1,0,0,0,0,1,0
F2173-170cm（5.6ft）-43kg D Cup Zara  Life-Size Silicone Sex Doll｜Real Lady,1,0,0,0,0,1,0
"F2319-163cm(5.3ft) 53kg G Cup Hips Over 140"" ROS Movable Jaw Super Fat BBW life sized sex doll Huge ",1,0,0,0,0,1,0
F2413- 164cm(5.4ft) D Cup M38# ROS Movable Jaw Silicone Robotic Sex Dolls 丨SY Doll,1,0,0,0,0,1,0
"F2422-168cm M Cup Muscular Futa Shemale Sex Doll - SSBBW Beauty with 7.1"" Dildo & Perfect Curves｜Dol",1,0,0,0,0,1,0
F2464-163cm(5.3ft)-40kg C Cup Amani Dark Realistic Silicone Head Look Alike Sex Dolls sex with sexua,1,0,0,0,0,1,0
