日期,点击次数,展示,点击率,排名
2026-04-27,26,412,6.31%,24.2
2026-04-28,17,323,5.26%,25.9
2026-04-29,11,286,3.85%,29
2026-04-30,12,306,3.92%,28.5
2026-05-01,15,234,6.41%,26.7
2026-05-02,9,273,3.3%,25.9
2026-05-03,10,266,3.76%,27.8
