日期,点击次数,展示,点击率,排名
2026-04-13,67,1158,5.79%,16
2026-04-14,72,1004,7.17%,12.9
2026-04-15,76,1132,6.71%,16.8
2026-04-16,83,1066,7.79%,14.6
2026-04-17,84,1109,7.57%,14.9
2026-04-18,65,1014,6.41%,13.7
2026-04-19,47,569,8.26%,14.4
