日期,点击次数,展示,点击率,排名
2026-04-13,50,990,5.05%,26.7
2026-04-14,74,1240,5.97%,19.4
2026-04-15,95,1494,6.36%,20.4
2026-04-16,91,1463,6.22%,20.5
2026-04-17,106,1667,6.36%,21.5
2026-04-18,116,1619,7.16%,19.9
2026-04-19,87,1543,5.64%,19.4
