日期,点击次数,展示,点击率,排名
2026-04-20,72,1186,6.07%,18.6
2026-04-21,83,1033,8.03%,14.8
2026-04-22,66,934,7.07%,14.6
2026-04-23,85,922,9.22%,13.9
2026-04-24,76,884,8.6%,13.7
2026-04-25,71,1074,6.61%,17.4
2026-04-26,69,978,7.06%,14.3
