日期,点击次数,展示,点击率,排名
2026-06-01,77,730,10.55%,5
2026-06-02,98,697,14.06%,4.3
2026-06-03,68,704,9.66%,5.4
2026-06-04,85,676,12.57%,4.8
2026-06-05,135,926,14.58%,4.2
2026-06-06,97,812,11.95%,4.7
2026-06-07,75,626,11.98%,4.8
