日期,点击次数,展示,点击率,排名
2026-06-22,96,1535,6.25%,6.8
2026-06-23,107,1663,6.43%,7
2026-06-24,119,1587,7.5%,6.9
2026-06-25,101,1476,6.84%,7.1
2026-06-26,100,1657,6.04%,6.8
2026-06-27,103,1680,6.13%,7.1
2026-06-28,88,1592,5.53%,6.9
