# ----------------------------------------
# linkdolls-new - GA4
# 点击率1-网页访问（过滤亚洲）-自由形式 1
# 20260622-20260628
# ----------------------------------------

网页路径和屏幕类,浏览次数,活跃用户
,94231,18650,总计
/collections/bbw-sex-doll-torso,4048,1222
/collections/full-doll,2745,1649
/collections/anime-sex-doll,2655,823
/collections/robotic-sex-doll,2258,878
/,2218,1412
/collections/celebrity-sex-dolls,2113,801
/collections/sex-doll-videos,1942,1224
/collections/all,1737,744
/collections/sex-doll-head,1701,715
/collections/fake-ass-sex-toy,1606,659
/collections/flat-chest-sex-doll,1507,418
/collections/sex-doll-torso-dildo-for-woman,1261,447
/collections/shemale-sex-doll-torso-1,1180,479
/collections/furry-sex-doll,1076,383
/collections/big-booty-sex-dolls,1001,266
/collections/huge-breasts-sex-dolls,949,296
/collections/femboys-sex-doll,937,401
/collections/futa-sex-doll,901,293
/collections/black-sex-dolls,842,265
/collections/fake-pussy-fake-vagina-sex-toys,830,303
/collections/sex-doll-torso-with-head,806,195
/pages/all-category,748,381
/collections/silicone-ass,728,238
/collections/sex-doll-torso,724,385
/collections/electric-sex-doll-head,707,240
/collections/vajankle-foot-fetish-toys,681,422
/collections/ros-sex-doll-heads-1,584,172
/search,574,106
/blogs/featured-blog/how-to-make-fake-pussy,566,572
/collections/boob-job-sex-toys,557,283
/collections/silicone-sex-doll-torso-love-torso-silicone-doll,550,143
/collections/under-100,529,207
/collections/porn-celebrities,514,174
/blogs/featured-blog/how-to-diy-an-sex-doll-you,416,454
/collections/life-size-torso,412,71
/collections/silicone-sex-dolls,404,54
/cart,398,202
/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass,392,352
/collections/asian-sex-doll,373,154
/collections/movie-music-celebrities,372,96
/collections/mini-sex-doll,366,107
/collections/sex-doll-legs,361,138
/collections/black-torso-sex-dolls,359,145
/collections/2000-sex-doll,330,24
/collections/life-size-shemale-sex-doll,330,104
/collections/alien-sex-dolls,322,76
/collections/anime-mini-sex-doll,322,111
/collections/torso-only,304,61
/collections/enchanting-delights-2024-top-real-sex-doll-recommendations,302,171
/collections/fantasy-sex-dolls,301,72
/collections/vendors,283,60
/collections/under-1000-full-doll,282,103
/collections/torso-shemale-sex-doll,281,114
/collections/animal-hentai-sex-doll,270,103
/collections/anime-sex-doll-heads,262,102
/en-ca/collections/celebrity-sex-dolls,254,50
/collections/shemale-sex-toy,252,114
/collections/anime-pocket-pussy,243,86
/collections/japanese-anime-sex-doll,243,85
/collections/100-199,241,61
/products/a499-bbw-big-booty-silicone-sex-doll-torso,239,202
/collections/shemale-sex-doll,238,80
/collections/18s-sex-doll,237,118
/collections/tpe-ass,228,89
/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy,216,215
/collections/silicone-sex-doll-heads,215,66
/collections/best-seller-sex-dolls-under-200,214,68
/collections/wm-doll,213,18
/collections/vibrating-sex-doll-torso,212,182
/collections/pocket-pussy-ass,208,95
/collections/asia-sex-doll-heads,204,59
/collections/mini-sex-doll-torso,203,101
/collections/petite-sex-doll,202,36
/collections/doll-castle,199,38
/collections/sex-doll-feet,192,110
/products/57-32lb-sex-doll-torso-with-life-size-ass-and-soft-skin-512-sex-doll-torso,187,183
/collections/lesbian-sex-doll-torso,184,76
