"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (previous_week)","Sessions (previous_week)","Sessions with cart additions (previous_week)","Sessions that reached checkout (previous_week)","Sessions that completed checkout (previous_week)","Conversion rate (previous_week)","Pageviews (previous_week)","Checkout conversion rate (previous_week)","Added to cart rate (previous_week)","Reached checkout rate (previous_week)","Sessions that reached and completed checkout (previous_week)","Average session duration (previous_week)","Pageviews per session (previous_week)","Bounce rate (previous_week)","Completed checkout rate (previous_week)","Bounces (previous_week)","Online store visitors (previous_week) ","Sessions (previous_week) ","Sessions with cart additions (previous_week) ","Sessions that reached checkout (previous_week) ","Sessions that completed checkout (previous_week) ","Conversion rate (previous_week) ","Pageviews (previous_week) ","Checkout conversion rate (previous_week) ","Added to cart rate (previous_week) ","Reached checkout rate (previous_week) ","Sessions that reached and completed checkout (previous_week) ","Average session duration (previous_week) ","Pageviews per session (previous_week) ","Bounce rate (previous_week) ","Completed checkout rate (previous_week) ","Bounces (previous_week) "
"Collection","/collections/under-100",74,76,0,0,0,0,191,,0,0,0,82.97368421052632,2.513157894736842,0.6973684210526315,,53,92,95,1,1,0,0,229,0,0.010526315789473684,0.010526315789473684,0,135.3578947368421,2.4105263157894736,0.5894736842105263,0,56,-19.565217391304348,-20,-100,-100,,,-16.593886462882097,,-100,-100,,-38.70052103585037,4.257641921397379,18.30357142857143,,-5.357142857142857
"Collection","/collections/silicone-pocket-pussy",73,73,1,0,0,0,124,,0.0136986301369863,0,0,36.04109589041096,1.6986301369863013,0.726027397260274,,53,66,68,0,0,0,0,214,,0,0,0,120.5,3.1470588235294117,0.5882352941176471,,40,10.606060606060606,7.352941176470588,,,,,-42.05607476635514,,,,,-70.09037685443074,-46.02483676865958,23.424657534246574,,32.5
"Collection","/collections/chinese-sex-doll",63,73,0,0,0,0,224,,0,0,0,173.84931506849315,3.0684931506849313,0.547945205479452,,40,43,49,0,0,0,0,128,,0,0,0,156.0612244897959,2.6122448979591835,0.5510204081632653,,27,46.51162790697674,48.97959183673469,,,,,75,,,,,11.398148795032894,17.46575342465754,-0.5580923389142525,,48.148148148148145
"Collection","/collections/mini-sex-doll-torso",63,68,1,1,0,0,248,0,0.014705882352941176,0.014705882352941176,0,176.86764705882354,3.6470588235294117,0.5,0,34,74,74,2,1,0,0,190,0,0.02702702702702703,0.013513513513513514,0,134.09459459459458,2.5675675675675675,0.5945945945945946,0,44,-14.864864864864865,-8.108108108108109,-50,0,,,30.526315789473685,,-45.58823529411765,8.823529411764698,,31.897670889377633,42.04334365325077,-15.909090909090915,,-22.727272727272727
"Collection","/collections/alien-sex-dolls",64,67,0,0,0,0,263,,0,0,0,192.65671641791045,3.925373134328358,0.47761194029850745,,32,53,53,0,0,0,0,247,,0,0,0,296.3018867924528,4.660377358490566,0.39622641509433965,,21,20.754716981132077,26.41509433962264,,,,,6.477732793522267,,,,,-34.979585009238065,-15.771345700646558,20.540156361051874,,52.38095238095238
"List of Collections","/collections/vendors",55,65,2,1,0,0,264,0,0.03076923076923077,0.015384615384615385,0,181.43076923076924,4.061538461538461,0.38461538461538464,0,25,54,57,1,0,0,0,195,,0.017543859649122806,0,0,183.57894736842104,3.4210526315789473,0.5614035087719298,,32,1.8518518518518519,14.035087719298245,100,,,,35.38461538461539,,75.3846153846154,,,-1.1701658433309676,18.721893491124252,-31.49038461538461,,-21.875
"Collection","/collections/life-size-shemale-sex-doll",65,65,0,0,0,0,200,,0,0,0,168.84615384615384,3.076923076923077,0.5692307692307692,,37,67,69,0,0,0,0,203,,0,0,0,114.55072463768116,2.9420289855072466,0.5507246376811594,,38,-2.985074626865672,-5.797101449275362,,,,,-1.477832512315271,,,,,47.39859078168795,4.585070102311481,3.360323886639671,,-2.6315789473684212
,"/en-ca/collections/sex-doll-head",57,58,1,0,0,0,314,,0.017241379310344827,0,0,249.75862068965517,5.413793103448276,0.27586206896551724,,16,43,43,1,0,0,0,237,,0.023255813953488372,0,0,237.97674418604652,5.511627906976744,0.3023255813953488,,13,32.55813953488372,34.883720930232556,0,,,,32.48945147679325,,-25.862068965517242,,,4.950852043928196,-1.7750618361705237,-8.75331564986737,,23.076923076923077
"Collection","/collections/anime-pocket-pussy",51,53,1,0,0,0,163,,0.018867924528301886,0,0,113.9622641509434,3.0754716981132075,0.5471698113207547,,29,67,69,0,0,0,0,240,,0,0,0,177.40579710144928,3.4782608695652173,0.6666666666666666,,46,-23.880597014925375,-23.18840579710145,,,,,-32.083333333333336,,,,,-35.761814995383595,-11.580188679245282,-17.92452830188679,,-36.95652173913044
"Product","/products/a499-84-92lb-silicone-bubble-butt-big-booty-sex-doll-torso-lovenestle",46,50,1,0,0,0,163,,0.02,0,0,205.18,3.26,0.64,,32,16,16,0,0,0,0,63,,0,0,0,82.6875,3.9375,0.75,,12,187.5,212.5,,,,,158.73015873015873,,,,,148.13907785336357,-17.206349206349213,-14.666666666666664,,166.66666666666666
,"/en-ca/collections/robotic-sex-doll",43,47,1,0,0,0,198,,0.02127659574468085,0,0,195.70212765957447,4.212765957446808,0.574468085106383,,27,27,27,0,0,0,0,49,,0,0,0,72.11111111111111,1.8148148148148149,0.7407407407407407,,20,59.25925925925926,74.07407407407408,,,,,304.0816326530612,,,,,171.3896993738321,132.13200173686494,-22.446808510638288,,35
"Collection","/collections/sex-doll-legs-feet",46,47,1,0,0,0,313,,0.02127659574468085,0,0,423.531914893617,6.659574468085107,0.2553191489361702,,12,16,20,0,0,0,0,98,,0,0,0,427.05,4.9,0.4,,8,187.5,135,,,,,219.3877551020408,,,,,-0.8238110540646322,35.909683022145025,-36.17021276595745,,50
