"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (previous_period)","Sessions (previous_period)","Sessions with cart additions (previous_period)","Sessions that reached checkout (previous_period)","Sessions that completed checkout (previous_period)","Conversion rate (previous_period)","Pageviews (previous_period)","Checkout conversion rate (previous_period)","Added to cart rate (previous_period)","Reached checkout rate (previous_period)","Sessions that reached and completed checkout (previous_period)","Average session duration (previous_period)","Pageviews per session (previous_period)","Bounce rate (previous_period)","Completed checkout rate (previous_period)","Bounces (previous_period)","Online store visitors (previous_period) ","Sessions (previous_period) ","Sessions with cart additions (previous_period) ","Sessions that reached checkout (previous_period) ","Sessions that completed checkout (previous_period) ","Conversion rate (previous_period) ","Pageviews (previous_period) ","Checkout conversion rate (previous_period) ","Added to cart rate (previous_period) ","Reached checkout rate (previous_period) ","Sessions that reached and completed checkout (previous_period) ","Average session duration (previous_period) ","Pageviews per session (previous_period) ","Bounce rate (previous_period) ","Completed checkout rate (previous_period) ","Bounces (previous_period) "
"Product","/products/f6280-160cm-5ft3-34kg-e-cup-silicone-closed-eyes-sex-doll-with-large-breasts-firefly-diary-max",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
"Blog Article","/blogs/dolls-info-qustions/quick-orgasm-top-7-tips-for-anal-sex-with-sex-dolls",2,2,0,0,0,0,3,,0,0,0,5,1.5,0.5,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,200,,,,,,50,-50,,0
"Product","/products/h422-ros-free-hair-impants-real-oral-movable-jaw-silicone-sex-doll-head-sy-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,4,,0,0,0,502,4,0,,0,100,100,,,,,-50,,,,,-100,-75,,,
"Product","/products/a420-33lbsexy-and-real-realistic-ass",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f9302-150cm-4ft9-41kg-b-cup-ros-silicone-head-shemale-tiny-sex-dolls-doll-castle",2,2,0,0,0,0,5,,0,0,0,66,2.5,0.5,,1,4,4,0,0,0,0,9,,0,0,0,33.75,2.25,0.5,,2,-50,-50,,,,,-44.44444444444444,,,,,95.55555555555556,11.11111111111111,0,,-50
"Product","/products/f6136-169cm-5ft5-50kg-e-cup-big-breasts-silicone-head-tpe-body-life-size-bbw-sex-doll-with-red-hair-rosretty-doll",1,2,0,0,0,0,7,,0,0,0,887.5,3.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Article","/blogs/dolls-info-qustions/2026-doggy-dildo-doll-user-guide",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
,"/de/collections/sucking-vagina-ai-sex-doll",2,2,0,0,0,0,22,,0,0,0,553.5,11,0,,0,2,2,0,0,0,0,5,,0,0,0,27,2.5,0.5,,1,0,0,,,,,340,,,,,1950,340,-100,,-100
"Product","/products/p899-fake-sexy-pussy",2,2,1,0,0,0,17,,0.5,0,0,158,8.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/d4281-4-lbs%E4%B8%A89-06-fantasy-dog-dildo-silicone-knot-dildo-cheap-sex-toy",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f9283-178cm-5ft10-63kg-p-cup-ros-silicone-giant-sex-doll-doll-castle",1,2,0,0,0,0,19,,0,0,0,1047,9.5,0,,0,1,3,0,0,0,0,6,,0,0,0,50,2,0.6666666666666666,,2,0,-33.333333333333336,,,,,216.66666666666666,,,,,1994,375,-99.99999999999999,,-100
"Blog Article","/blogs/dolls-info-qustions/climax-launches-the-ulw-series-ultralightweight-torso-dolls",2,2,0,0,0,0,7,,0,0,0,37,3.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/ja/collections/vendors",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,7,7,0,0,0,0,7,,0,0,0,0,1,1,,7,-71.42857142857143,-71.42857142857143,,,,,-71.42857142857143,,,,,,0,0,,-71.42857142857143
,"/de/products/a303-11lb-silicone-big-butt-torso-realistic-lightweight",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/de/blogs/dolls-info-qustions/superhero-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f2240-158cm-5ft2-d-cup-silicone-head-adult-real-sex-doll-rosretty-dolls",1,2,0,0,0,0,11,,0,0,0,611,5.5,0.5,,1,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,450,,,,,,450,-50,,-50
,"/en-ca/collections/torso-sex-doll-with-gel-breasts",2,2,0,0,0,0,5,,0,0,0,105.5,2.5,0.5,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,400,,,,,,150,-50,,0
"Product","/products/f2580-168cm5-5ft-39kg-h-cup-ros-max-pink-lovers-silicone-realistic-sex-dolls-real-lady",2,2,0,0,0,0,21,,0,0,0,560,10.5,0.5,,1,1,1,0,0,0,0,4,,0,0,0,78,4,0,,0,100,100,,,,,425,,,,,617.9487179487179,162.5,,,
"Blog Article","/blogs/featured-blog/the-ultimate-guide-to-cleaning-powered-sex-dolls-keep-your-toy-safe-clean-and-fully-functional",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,5,,0,0,0,571,2.5,0.5,,1,0,0,,,,,-60,,,,,-100,-60,100,,100
,"/en-ca/collections/pocket-pussy-ass",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,3,3,0,0,0,0,5,,0,0,0,10,1.6666666666666667,0.6666666666666666,,2,-33.333333333333336,-33.333333333333336,,,,,-60,,,,,-100,-40,50.00000000000001,,0
,"/de/pages/celebrity-sex-doll-guide",2,2,0,0,0,0,10,,0,0,0,57,5,0,,0,1,1,0,0,0,0,35,,0,0,0,1027,35,0,,0,100,100,,,,,-71.42857142857143,,,,,-94.44985394352483,-85.71428571428571,,,
,"/en-fi/collections/vendors",2,2,0,0,0,0,5,,0,0,0,381.5,2.5,0,,0,2,2,0,0,0,0,3,,0,0,0,14.5,1.5,0.5,,1,0,0,,,,,66.66666666666667,,,,,2531.0344827586205,66.66666666666667,-100,,-100
"Collection","/collections/sex-doll-with-papaya-breast-pear-shaped-breast",2,2,0,0,0,0,7,,0,0,0,357.5,3.5,0.5,,1,2,2,0,0,0,0,31,,0,0,0,488,15.5,0,,0,0,0,,,,,-77.41935483870968,,,,,-26.741803278688526,-77.41935483870968,,,
,"/en-ca/collections/onahole",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,3,0,0,0,0,5,,0,0,0,8.333333333333334,1.6666666666666667,0.6666666666666666,,2,0,-33.333333333333336,,,,,-60,,,,,-100,-40,50.00000000000001,,0
"Product","/products/f9194-47-5kg-m-cup-goat-mommy-anime-realistic-silicone-hentai-sex-doll-doll-castle",2,2,0,0,0,0,3,,0,0,0,0,1.5,0.5,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,200,,,,,,50,-50,,0
"Product","/products/h027-sex-doll-head",2,2,0,0,0,0,25,,0,0,0,1571.5,12.5,0,,0,2,2,0,0,0,0,5,,0,0,0,155.5,2.5,0.5,,1,0,0,,,,,400,,,,,910.6109324758843,400,-100,,-100
"Product","/products/f7669-150cm4ft9-37-6kg-l-cup-s-tpe-gel-filled-big-breasts-life-size-anime-sex-doll-irokebijin-doll",2,2,0,0,0,0,14,,0,0,0,622.5,7,0,,0,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/t350-37-5lbs-50cm-tpe-realistic-trans-torso-sex-dolls-in-stock-eu-yq",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
"Collection","/collections/buying-first-sex-doll",2,2,0,0,0,0,3,,0,0,0,3,1.5,0.5,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,200,,,,,,50,-50,,0
,"/en-ca/collections/vibrating-sex-doll-torso",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,3,3,0,0,0,0,14,,0,0,0,107.66666666666667,4.666666666666667,0.6666666666666666,,2,-33.333333333333336,-33.333333333333336,,,,,-85.71428571428571,,,,,-100,-78.57142857142857,50.00000000000001,,0
"Product","/products/f7145-168cm-5ft6-41kg-a-cup-elf-fantasy-silicon-sexual-hentai-best-alien-sex-doll-castle-doll",1,2,0,0,0,0,7,,0,0,0,274.5,3.5,0,,0,2,2,0,0,0,0,4,,0,0,0,41,2,0.5,,1,-50,0,,,,,75,,,,,569.5121951219512,75,-100,,-100
"Custom Page","/pages/ai-robot-function-videos",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,6,7,0,0,0,0,39,,0,0,0,617.2857142857143,5.571428571428571,0.2857142857142857,,2,-66.66666666666667,-71.42857142857143,,,,,-94.87179487179488,,,,,-100,-82.05128205128204,250.00000000000003,,0
"Product","/products/45cm-tpr-luxury-sex-doll-torso-with-sexy-small-waist-514-sex-doll-torso",2,2,0,0,0,0,20,,0,0,0,1440,10,0,,0,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/blogs/dolls-info-qustions/how-to-fix-a-sex-doll-a-comprehensive-guide",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/ja/blogs/dolls-info-qustions/bringing-fantasies-to-life-the-ultimate-sex-doll-roleplay-experience",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5692-161cm5ft3-52-5kg-h-cup-huge-amy-adult-silicone-bbw-super-fat-big-belly-sex-doll-starpery-doll-%E5%89%AF%E6%9C%AC",2,2,0,0,0,0,23,,0,0,0,1021,11.5,0.5,,1,4,4,0,0,0,0,4,,0,0,0,0,1,1,,4,-50,-50,,,,,475,,,,,,1050,-50,,-75
"Blog Article","/blogs/dolls-info-qustions/se-doll-sex-bot-series-feature-comparison-waist-rotation-vs-hip-thrusting-vs-head-nodding",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
,"/en-fi/collections/silicone-sex-dolls",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/products/p328-amouranth-pocket-pussy-sex-toy-for-men-jiuai",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/under-299",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,23,,0,0,0,1511.5,11.5,0,,0,100,0,,,,,-91.30434782608695,,,,,-100,-91.30434782608695,,,
"Blog Article","/blogs/sex-doll-option-videos/video-16-wm-exclusive-real-oral-sexros",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5417-166cm5f4-41kg-h-cup-big-breast-ros-silicone-head-real-sex-doll-aibei-doll",2,2,0,0,0,0,13,,0,0,0,589,6.5,0,,0,1,1,0,0,0,0,9,,0,0,0,2948,9,0,,0,100,100,,,,,44.44444444444444,,,,,-80.0203527815468,-27.77777777777778,,,
"Collection","/collections/zelex-doll-head",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,4,,0,0,0,72,4,0,,0,100,100,,,,,-50,,,,,-100,-75,,,
"Collection","/collections/teardrop-huge-breast-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,5,6,0,0,0,0,11,,0,0,0,194.16666666666666,1.8333333333333333,0.5,,3,-60,-66.66666666666667,,,,,-81.81818181818181,,,,,-99.99999999999999,-45.45454545454545,100,,-33.333333333333336
"Product","/products/5-38lb-portable-big-boobs-with-butt-male-masturbator-521-sex-doll-torso",1,2,0,0,0,0,3,,0,0,0,20,1.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f4093-153cm-45kg-q-cup-full-silicone-ssbbw-hentai-biggest-ssbbw-sex-doll-castle-doll",2,2,0,0,0,0,3,,0,0,0,86.5,1.5,0.5,,1,4,4,0,0,0,0,4,,0,0,0,0,1,1,,4,-50,-50,,,,,-25,,,,,,50,-50,,-75
"Blog Article","/blogs/dolls-info-qustions/best-vibrating-sex-torso-types-who-it-suits",2,2,0,0,0,0,4,,0,0,0,202,2,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/h434-ros-free-hair-impants-real-oral-movable-jaw-silicone-sex-doll-head-sy-doll",1,2,0,0,0,0,4,,0,0,0,41.5,2,0.5,,1,2,2,1,0,0,0,45,,0.5,0,0,2546,22.5,0.5,,1,-50,0,-100,,,,-91.11111111111111,,-100,,,-98.36999214454046,-91.11111111111111,0,,0
"Product","/products/5-68lb-lightweight-sex-doll-torso-515-sex-doll-torso",2,2,0,0,0,0,6,,0,0,0,125,3,0.5,,1,3,3,0,0,0,0,4,,0,0,0,0.3333333333333333,1.3333333333333333,0.6666666666666666,,2,-33.333333333333336,-33.333333333333336,,,,,50,,,,,37400.00000000001,125.00000000000001,-24.999999999999996,,-50
,"/en-ca/collections/male-sex-doll",2,2,0,0,0,0,11,,0,0,0,399,5.5,0,,0,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,1000,,,,,,450,-100,,-100
,"/en-ca/collections/lesbian-sex-doll-torso",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,3,,0,0,0,31.5,1.5,0.5,,1,0,0,,,,,-33.333333333333336,,,,,-100,-33.333333333333336,100,,100
"Product","/products/t435-72-75lb-silicone-lifesize-anime-sex-doll-ssbbw-sex-doll-torso-lovenestle",2,2,0,0,0,0,16,,0,0,0,389.5,8,0,,0,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,700,,,,,,700,-100,,-100
"Blog Article","/blogs/dolls-info-qustions/firefly-diary-max-series-arrives-2-major-updates-in-november",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Article","/blogs/dolls-info-qustions/how-to-choose-the-most-suitable-size-of-mini-sex-doll-torso",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/products/t631-63-9lb-morgpie-pornstar-sexdoll-life-like-sex-doll-with-tantabosom%E4%B8%A8tantaly",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
"Product","/products/a425-30-9lb-sexy-and-real-realistic-silicone-big-ass-sex-doll-torso",2,2,0,0,0,0,7,,0,0,0,334,3.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/black-sex-doll-luxury",2,2,0,0,0,0,23,,0,0,0,245,11.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/p898-fake-sexy-pussy",2,2,0,0,0,0,9,,0,0,0,617.5,4.5,0.5,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,800,,,,,,350,-50,,0
"Blog Article","/blogs/dolls-info-qustions/why-do-men-love-sucking-breasts-reasons-revealed-busty-sex-doll-recommendations",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,4,4,0,0,0,0,4,,0,0,0,0,1,1,,4,-50,-50,,,,,-50,,,,,,0,0,,-50
"Blog Article","/blogs/dolls-info-qustions/how-realistic-feet-sex-toys-fulfill-foot-fetishe",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
,"/ja/collections/full-femboy-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,3,,0,0,0,34,3,0,,0,100,100,,,,,-33.333333333333336,,,,,-100,-66.66666666666667,,,
"Product","/products/f5618-156cm-5ft1-46-6kg-d-cup-big-ass-large-breast-ros-movable-jaw-silicone-ssbbw-sex-dolls-sy-doll",2,2,0,0,0,0,3,,0,0,0,818,1.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Index","/blogs/dolls-info-qustions",1,2,0,0,0,0,12,,0,0,0,16.5,6,0,,0,2,2,0,0,0,0,7,,0,0,0,16.5,3.5,0.5,,1,-50,0,,,,,71.42857142857143,,,,,0,71.42857142857143,-100,,-100
"Collection","/collections/weekly-sex-doll-pick",2,2,0,0,0,0,33,,0,0,0,1024,16.5,0,,0,1,1,0,0,0,0,2,,0,0,0,30,2,0,,0,100,100,,,,,1550,,,,,3313.3333333333335,725,,,
,"/en-ca/blogs/dolls-info-qustions/what-to-do-if-your-sex-doll-is-too-heavy-a-practical-guide",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f9189-178cm-5ft10-67-5kg-i-cup-ros-silicone-life-size-male-trans-sex-doll-doll-castle",1,2,0,0,0,0,9,,0,0,0,416,4.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f8069-150cm-5ft-27-5kg-silicone-anime-hentai-sex-doll-elsa-babe",2,2,0,0,0,0,4,,0,0,0,429,2,0.5,,1,1,1,0,0,0,0,2,,0,0,0,2,2,0,,0,100,100,,,,,100,,,,,21350,0,,,
"Product","/products/f2421-168cm-m-cup-shemale-femboy-big-ass-musculature-silicone-sex-doll-castle-doll",2,2,0,0,0,0,8,,0,0,0,27.5,4,0,,0,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,700,,,,,,300,-100,,-100
"Product","/products/f1643a-162cm-5ft3-f-cup-fat-best-realistic-big-booty-tpe-robotic-powered-sex-dolls-in-stock-usa-2025-sy-doll",2,2,0,0,0,0,16,,0,0,0,347,8,0.5,,1,6,6,1,1,0,0,27,0,0.16666666666666666,0.16666666666666666,0,1283.8333333333333,4.5,0.5,0,3,-66.66666666666667,-66.66666666666667,-100,-100,,,-40.74074074074074,,-99.99999999999999,-99.99999999999999,,-72.97156951836946,77.77777777777777,0,,-66.66666666666667
"Product","/products/f6137-160cm-5-2ft-36kg-c-cup-tpe-silicone-head-sex-doll-sy-doll",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,-50,0,,,,,0,,,,,,0,0,,0
"Product","/products/f1987-150cm4-9ft-42-5kg-m-cup-bbw-tpe-sex-doll%E4%B8%A8wm-doll",2,2,0,0,0,0,8,,0,0,0,243,4,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f4926-153cm5ft-34kg-h-cup-chubby-tpe-sex-doll-aibei-doll",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/ja/collections/fake-pussy-hentai-sex-doll",2,2,0,0,0,0,5,,0,0,0,47,2.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/collections/anime-sex-doll-torso",2,2,0,0,0,0,20,,0,0,0,1224.5,10,0,,0,1,1,0,0,0,0,2,,0,0,0,332,2,0,,0,100,100,,,,,900,,,,,268.82530120481925,400,,,
,"/de/blogs/featured-blog/how-to-diy-an-sex-doll-you",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,6,6,0,0,0,0,6,,0,0,0,0,1,1,,6,-66.66666666666667,-66.66666666666667,,,,,-66.66666666666667,,,,,,0,0,,-66.66666666666667
"Collection","/collections/black-pocket-pussy",2,2,0,0,0,0,11,,0,0,0,91.5,5.5,0.5,,1,1,1,0,0,0,0,12,,0,0,0,210,12,0,,0,100,100,,,,,-8.333333333333334,,,,,-56.42857142857143,-54.166666666666664,,,
"Product","/products/t940-33lb-77cm-2-2u-d-cup-asian-real-ros-silicone-torso-sex-doll-with-head-bezlya-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
,"/en-ca/products/622-vajancle-sex-doll-feet-feet-masturbator",2,2,0,0,0,0,5,,0,0,0,18,2.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f3375-171cm-5ft7-44kg-rosalia-h-cup-tpe-sexy-woman-latina-large-breast-sex-doll-yl-doll",2,2,0,0,0,0,2,,0,0,0,0.5,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/products/a437-38-8lb-silicone-big-ass-sex-doll-torso-with-bubble-butt-lovenestle",2,2,0,0,0,0,11,,0,0,0,162.5,5.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/7-7lb-big-boobs-and-big-butts-sex-doll-torso-sex-toy-for-man-508-sex-doll-torso",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/felexia-doll",2,2,0,0,0,0,4,,0,0,0,25,2,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/rosertty-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,8,11,0,0,0,0,238,,0,0,0,914.4545454545455,21.636363636363637,0.36363636363636365,,4,-75,-81.81818181818181,,,,,-99.15966386554622,,,,,-100,-95.3781512605042,175,,-50
,"/en-ca/products/f5565k-150cm4ft9-33kg-f-cup-life-size-tpe-celebrity-sex-robot-doll-in-stock-usa-aibei-doll",2,2,0,0,0,0,10,,0,0,0,323.5,5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/w-r-4-0",2,2,0,0,0,0,9,,0,0,0,106.5,4.5,0,,0,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/collections/life-size-anime-sex-doll",2,2,0,0,0,0,10,,0,0,0,252.5,5,0,,0,7,8,0,0,0,0,27,,0,0,0,205.875,3.375,0.25,,2,-71.42857142857143,-75,,,,,-62.96296296296296,,,,,22.64723740133576,48.148148148148145,-100,,-100
"Product","/products/f1215-153cm-f-cup-misa-big-boobs-doll-irontech-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/shemale-sex-doll",2,2,0,0,0,0,4,,0,0,0,16.5,2,0,,0,6,6,0,0,0,0,17,,0,0,0,42.833333333333336,2.8333333333333335,0.5,,3,-66.66666666666667,-66.66666666666667,,,,,-76.47058823529412,,,,,-61.478599221789885,-29.411764705882355,-100,,-100
"Product","/products/t726-24kg-anime-dolphin-mating-hentai-silicone-sexdoll-torso-doll-castle",2,2,0,0,0,0,11,,0,0,0,220,5.5,0,,0,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/b38-17-1lb-full-bust-36-2inch-yellow-silicone-titjob-boob-job-breast-sex-titty-fucking-mammary-intercourse-sex-toy",1,2,0,0,0,0,9,,0,0,0,145.5,4.5,0.5,,1,1,1,1,1,0,0,8,0,1,1,0,214,8,0,0,0,0,100,-100,-100,,,12.5,,-100,-100,,-32.00934579439252,-43.75,,,
"Product","/products/t297-34-6lbs-100cm-lightweight-life-size-flat-chested-sex-doll-torso-with-head-can-choose-no-head-climax-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,14,,0,0,0,767,14,0,,0,100,100,,,,,-85.71428571428571,,,,,-100,-92.85714285714286,,,
"Blog Article","/blogs/dolls-info-qustions/why-choose-a-flat-chest-sex-doll-a-comparison-with-bbw-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Article","/blogs/dolls-info-qustions/little-secrets-about-vagina-and-anus-of-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
,"/ja/blogs/dolls-info-qustions/gentlemans-paradise-exploring-nsfw-anime-figures-and-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,5,5,0,0,0,0,8,,0,0,0,25.2,1.6,0.8,,4,-60,-60,,,,,-75,,,,,-100,-37.5,24.999999999999993,,-50
,"/en-ca/products/f6316-176cm-5-77ft-41kg-e-cup-elva-silicone-realistic-with-ros-head-sex-doll-top-cydoll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/a624-41-2lb-daisy-pro-big-ass-removable-vagina-porn-sex-doll%E4%B8%A8tantaly",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f2221-163cm5-3ft-b-cup-s46-life-size-sex-doll-irontech-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Article","/blogs/dolls-info-qustions/wanna-make-your-sex-doll-look-like-an-anime-character-heres-how",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,5,5,0,0,0,0,9,,0,0,0,12.8,1.8,0.8,,4,-60,-60,,,,,-77.77777777777777,,,,,-100,-44.44444444444444,24.999999999999993,,-50
,"/de/collections/sex-doll-anal",2,2,0,0,0,0,4,,0,0,0,42.5,2,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f9290-155rcm5-12ft-32-5kg-2-1-a-cup-silicone-head-adult-sex-dolls-for-men-bezlya-doll",2,2,0,0,0,0,5,,0,0,0,12.5,2.5,0.5,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,400,,,,,,150,-50,,0
