"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (previous_week)","Sessions (previous_week)","Sessions with cart additions (previous_week)","Sessions that reached checkout (previous_week)","Sessions that completed checkout (previous_week)","Conversion rate (previous_week)","Pageviews (previous_week)","Checkout conversion rate (previous_week)","Added to cart rate (previous_week)","Reached checkout rate (previous_week)","Sessions that reached and completed checkout (previous_week)","Average session duration (previous_week)","Pageviews per session (previous_week)","Bounce rate (previous_week)","Completed checkout rate (previous_week)","Bounces (previous_week)","Online store visitors (previous_week) ","Sessions (previous_week) ","Sessions with cart additions (previous_week) ","Sessions that reached checkout (previous_week) ","Sessions that completed checkout (previous_week) ","Conversion rate (previous_week) ","Pageviews (previous_week) ","Checkout conversion rate (previous_week) ","Added to cart rate (previous_week) ","Reached checkout rate (previous_week) ","Sessions that reached and completed checkout (previous_week) ","Average session duration (previous_week) ","Pageviews per session (previous_week) ","Bounce rate (previous_week) ","Completed checkout rate (previous_week) ","Bounces (previous_week) "
"Collection","/collections/furry-sex-doll",254,257,0,0,0,0,648,,0,0,0,121.42023346303502,2.5214007782101167,0.5719844357976653,,147,243,248,1,1,1,0.004032258064516129,614,1,0.004032258064516129,0.004032258064516129,1,106.02016129032258,2.475806451612903,0.6048387096774194,1,150,4.526748971193416,3.629032258064516,-100,-100,-100,-100,5.537459283387622,,-100,-100,-100,14.52560719139195,1.8415949505063487,-5.4319066147860005,,-2
"Blog Article","/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy",187,190,0,0,0,0,255,,0,0,0,51.76315789473684,1.3421052631578947,0.7842105263157895,,149,121,124,0,0,0,0,193,,0,0,0,74.08064516129032,1.5564516129032258,0.7661290322580645,,95,54.54545454545455,53.225806451612904,,,,,32.12435233160622,,,,,-30.12593534784053,-13.771475320425417,2.360110803324101,,56.8421052631579
"Collection","/collections/boob-job-sex-toys",183,185,1,0,0,0,479,,0.005405405405405406,0,0,111.87567567567568,2.5891891891891894,0.5567567567567567,,103,169,172,1,1,0,0,441,0,0.005813953488372093,0.005813953488372093,0,97.32558139534883,2.563953488372093,0.5930232558139535,0,102,8.284023668639053,7.558139534883721,0,-100,,,8.616780045351474,,-7.027027027027021,-100.00000000000001,,14.949917659595087,0.9842495556781304,-6.115527291997893,,0.9803921568627451
"Collection","/collections/sex-doll-torso",173,178,2,2,0,0,718,0,0.011235955056179775,0.011235955056179775,0,200.98876404494382,4.033707865168539,0.42134831460674155,0,75,125,128,1,1,0,0,688,0,0.0078125,0.0078125,0,256.125,5.375,0.40625,0,52,38.4,39.0625,100,100,,,4.3604651162790695,,43.82022471910112,43.82022471910112,,-21.527080899973132,-24.954272275934155,3.716508210890227,,44.23076923076923
"Blog Article","/blogs/featured-blog/how-to-make-fake-pussy",167,172,0,0,0,0,210,,0,0,0,14.168604651162791,1.2209302325581395,0.9011627906976745,,155,101,105,0,0,0,0,127,,0,0,0,20.771428571428572,1.2095238095238094,0.8857142857142857,,93,65.34653465346534,63.80952380952381,,,,,65.35433070866142,,,,,-31.78801062026167,0.9430507233107512,1.7441860465116374,,66.66666666666667
"Collection","/collections/fake-pussy-fake-vagina-sex-toys",166,170,4,3,0,0,576,0,0.023529411764705882,0.01764705882352941,0,124.78235294117647,3.388235294117647,0.4588235294117647,0,78,172,179,8,5,0,0,596,0,0.0446927374301676,0.027932960893854747,0,148.3296089385475,3.329608938547486,0.49162011173184356,0,88,-3.488372093023256,-5.027932960893855,-50,-40,,,-3.3557046979865772,,-47.35294117647059,-36.8235294117647,,-15.874953197730456,1.760757994472961,-6.671122994652407,,-11.363636363636363
"Collection","/collections/sex-doll-torso-dildo-for-woman",159,165,1,1,0,0,511,0,0.006060606060606061,0.006060606060606061,0,144.66666666666666,3.096969696969697,0.44242424242424244,0,73,164,168,3,1,0,0,660,0,0.017857142857142856,0.005952380952380952,0,216.8154761904762,3.9285714285714284,0.4166666666666667,0,70,-3.048780487804878,-1.7857142857142858,-66.66666666666667,0,,,-22.575757575757574,,-66.06060606060605,1.8181818181818237,,-33.27659574468086,-21.168044077134976,6.181818181818182,,4.285714285714286
"Collection","/collections/black-sex-dolls",151,161,2,0,0,0,609,,0.012422360248447204,0,0,169.67701863354037,3.782608695652174,0.40993788819875776,,66,171,175,1,0,0,0,615,,0.005714285714285714,0,0,170.25142857142856,3.5142857142857142,0.38285714285714284,,67,-11.695906432748538,-8,100,,,,-0.975609756097561,,117.39130434782608,,,-0.3373892029617825,7.6352067868504765,7.073329007138225,,-1.492537313432836
"Collection","/collections/black-torso-sex-dolls",131,135,1,0,0,0,406,,0.007407407407407408,0,0,166.40740740740742,3.0074074074074075,0.5481481481481482,,74,129,132,1,0,0,0,324,,0.007575757575757576,0,0,167.59848484848484,2.4545454545454546,0.5303030303030303,,70,1.550387596899225,2.272727272727273,0,,,,25.308641975308642,,-2.222222222222221,,,-0.7106731556399228,22.524005486968452,3.365079365079373,,5.714285714285714
"Collection","/collections/futa-sex-doll",133,134,1,0,0,0,426,,0.007462686567164179,0,0,144.4402985074627,3.1791044776119404,0.5149253731343284,,69,156,160,1,0,0,0,538,,0.00625,0,0,145.3,3.3625,0.49375,,79,-14.743589743589743,-16.25,0,,,,-20.817843866171003,,19.402985074626855,,,-0.5916734291378607,-5.454141929756415,4.288683166446254,,-12.658227848101266
"Collection","/collections/anime-mini-sex-doll",125,128,1,0,0,0,289,,0.0078125,0,0,94.9453125,2.2578125,0.625,,80,118,120,0,0,0,0,313,,0,0,0,98.19166666666666,2.6083333333333334,0.6583333333333333,,79,5.932203389830509,6.666666666666667,,,,,-7.667731629392971,,,,,-3.306140201985908,-13.438498402555913,-5.063291139240505,,1.2658227848101267
"Product","/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass",109,123,3,1,0,0,420,0,0.024390243902439025,0.008130081300813009,0,170.3008130081301,3.4146341463414633,0.6585365853658537,0,81,106,108,1,1,0,0,342,0,0.009259259259259259,0.009259259259259259,0,130.92592592592592,3.1666666666666665,0.6018518518518519,0,65,2.830188679245283,13.88888888888889,200,0,,,22.80701754385965,,163.41463414634148,-12.195121951219498,,30.07417118018423,7.830551989730426,9.418386491557227,,24.615384615384617
"Collection","/collections/shemale-sex-toy",119,119,0,0,0,0,280,,0,0,0,103.28571428571429,2.3529411764705883,0.6722689075630253,,80,103,103,0,0,0,0,296,,0,0,0,123.88349514563107,2.8737864077669903,0.7281553398058253,,75,15.533980582524272,15.533980582524272,,,,,-5.405405405405405,,,,,-16.626735333631885,-18.124006359300477,-7.675070028011198,,6.666666666666667
"Collection","/collections/asian-sex-doll",97,101,0,0,0,0,359,,0,0,0,139.96039603960395,3.5544554455445545,0.504950495049505,,51,99,101,0,0,0,0,294,,0,0,0,106.92079207920793,2.910891089108911,0.5247524752475248,,53,-2.0202020202020203,0,,,,,22.108843537414966,,,,,30.901009352717825,22.10884353741497,-3.7735849056603805,,-3.7735849056603774
"Collection","/collections/flat-chest-sex-doll",93,97,0,0,0,0,537,,0,0,0,248.15463917525773,5.536082474226804,0.5154639175257731,,50,123,127,1,0,0,0,432,,0.007874015748031496,0,0,222.89763779527559,3.4015748031496065,0.5354330708661418,,68,-24.390243902439025,-23.62204724409449,-100,,,,24.305555555555557,,-100,,,11.331210877694405,62.75057273768613,-3.729533050333554,,-26.470588235294116
"Collection","/collections/huge-breasts-sex-dolls",91,96,0,0,0,0,416,,0,0,0,201.33333333333334,4.333333333333333,0.5416666666666666,,52,69,75,0,1,0,0,328,0,0,0.013333333333333334,0,294.96,4.373333333333333,0.4266666666666667,,32,31.884057971014492,28,,-100,,,26.829268292682926,,,-100,,-31.742157128650206,-0.9146341463414642,26.953124999999982,,62.5
"Custom Page","/pages/sex-doll-gif",94,95,0,0,0,0,155,,0,0,0,41.6,1.631578947368421,0.7684210526315789,,73,80,82,0,0,0,0,124,,0,0,0,19.9390243902439,1.5121951219512195,0.7439024390243902,,61,17.5,15.853658536585366,,,,,25,,,,,108.63608562691134,7.894736842105259,3.295944779982737,,19.672131147540984
"Collection","/collections/under-100",92,95,1,1,0,0,229,0,0.010526315789473684,0.010526315789473684,0,135.3578947368421,2.4105263157894736,0.5894736842105263,0,56,77,77,1,1,0,0,204,0,0.012987012987012988,0.012987012987012988,0,116.36363636363636,2.6493506493506493,0.6233766233766234,0,48,19.48051948051948,23.376623376623378,0,0,,,12.254901960784315,,-18.947368421052637,-18.947368421052637,,16.32319078947368,-9.014447884416928,-5.438596491228076,,16.666666666666668
"Collection","/collections/torso-dildo",85,90,0,0,0,0,220,,0,0,0,119.74444444444444,2.4444444444444446,0.5555555555555556,,50,73,73,0,0,0,0,154,,0,0,0,58.57534246575342,2.1095890410958904,0.6438356164383562,,47,16.438356164383563,23.28767123287671,,,,,42.857142857142854,,,,,104.42807400478121,15.873015873015882,-13.711583924349881,,6.382978723404255
"Collection","/collections/silicone-ass",82,87,2,2,0,0,258,0,0.022988505747126436,0.022988505747126436,0,96.58620689655173,2.9655172413793105,0.5402298850574713,0,47,73,77,2,1,1,0.012987012987012988,272,1,0.025974025974025976,0.012987012987012988,1,179.8961038961039,3.5324675324675323,0.5194805194805194,1,40,12.32876712328767,12.987012987012987,0,100,-100,-99.99999999999999,-5.147058823529412,-100,-11.494252873563227,77.01149425287355,-100,-46.31000627321338,-16.049695740365102,3.9942528735632292,-100,17.5
"Collection","/collections/lesbian-sex-doll-torso",73,79,1,0,0,0,122,,0.012658227848101266,0,0,51.30379746835443,1.5443037974683544,0.7215189873417721,,57,92,92,1,0,0,0,166,,0.010869565217391304,0,0,80.56521739130434,1.8043478260869565,0.6413043478260869,,59,-20.652173913043477,-14.130434782608695,0,,,,-26.50602409638554,,16.455696202531648,,,-36.320165041977766,-14.412078694524936,12.508045483801759,,-3.389830508474576
"Collection","/collections/animal-hentai-sex-doll",76,77,0,0,0,0,252,,0,0,0,129.4025974025974,3.272727272727273,0.5844155844155844,,45,62,62,0,0,0,0,222,,0,0,0,133.16129032258064,3.5806451612903225,0.4838709677419355,,30,22.580645161290324,24.193548387096776,,,,,13.513513513513514,,,,,-2.8226618342897445,-8.599508599508592,20.77922077922077,,50
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-poses-with-your-torso-sex-doll",73,74,0,0,0,0,127,,0,0,0,77.89189189189189,1.7162162162162162,0.7972972972972973,,59,63,63,0,0,0,0,104,,0,0,0,84.38095238095238,1.6507936507936507,0.7936507936507936,,50,15.873015873015873,17.46031746031746,,,,,22.115384615384617,,,,,-7.69019583918004,3.9630977130977194,0.4594594594594601,,18
"Collection","/collections/mini-sex-doll-torso",74,74,2,1,0,0,190,0,0.02702702702702703,0.013513513513513514,0,134.09459459459458,2.5675675675675675,0.5945945945945946,0,44,53,57,0,0,0,0,110,,0,0,0,73.87719298245614,1.9298245614035088,0.7017543859649122,,40,39.62264150943396,29.82456140350877,,,,,72.72727272727273,,,,,81.51013754195895,33.04668304668304,-15.27027027027026,,10
"Collection","/collections/big-booty-sex-dolls",69,71,0,0,0,0,334,,0,0,0,240.01408450704224,4.704225352112676,0.38028169014084506,,27,45,47,0,0,0,0,158,,0,0,0,193.46808510638297,3.3617021276595747,0.425531914893617,,20,53.333333333333336,51.06382978723404,,,,,111.39240506329114,,,,,24.058748178059886,39.93581743626314,-10.633802816901412,,35
"Collection","/collections/teen-sex-dolls",68,69,1,1,0,0,156,0,0.014492753623188406,0.014492753623188406,0,123.78260869565217,2.260869565217391,0.6666666666666666,0,46,72,73,0,0,0,0,122,,0,0,0,39.602739726027394,1.6712328767123288,0.726027397260274,,53,-5.555555555555555,-5.47945205479452,,,,,27.868852459016395,,,,,212.56072067736457,35.2815395580898,-8.176100628930824,,-13.20754716981132
"Collection","/collections/anime-pocket-pussy",67,69,0,0,0,0,240,,0,0,0,177.40579710144928,3.4782608695652173,0.6666666666666666,,46,58,60,0,0,0,0,132,,0,0,0,145.31666666666666,2.2,0.5666666666666667,,34,15.517241379310345,15,,,,,81.81818181818181,,,,,22.08220926811512,58.102766798418955,17.64705882352941,,35.294117647058826
"Collection","/collections/life-size-shemale-sex-doll",67,69,0,0,0,0,203,,0,0,0,114.55072463768116,2.9420289855072466,0.5507246376811594,,38,71,73,0,0,0,0,249,,0,0,0,155.36986301369862,3.410958904109589,0.3972602739726027,,29,-5.633802816901408,-5.47945205479452,,,,,-18.473895582329316,,,,,-26.27223683168114,-13.747744601594775,38.630684657671175,,31.03448275862069
"Collection","/collections/silicone-pocket-pussy",66,68,0,0,0,0,214,,0,0,0,120.5,3.1470588235294117,0.5882352941176471,,40,63,65,1,0,0,0,165,,0.015384615384615385,0,0,72.72307692307692,2.5384615384615383,0.6461538461538462,,42,4.761904761904762,4.615384615384615,-100,,,,29.696969696969695,,-100,,,65.69705944573727,23.97504456327986,-8.963585434173671,,-4.761904761904762
,"/de/collections/robotic-sex-doll",62,64,0,0,0,0,268,,0,0,0,244.640625,4.1875,0.453125,,29,63,63,0,0,0,0,166,,0,0,0,102.53968253968254,2.634920634920635,0.49206349206349204,,31,-1.5873015873015872,1.5873015873015872,,,,,61.44578313253012,,,,,138.58141447368422,58.92319277108434,-7.913306451612899,,-6.451612903225806
"Collection","/collections/life-size-anime-sex-doll",54,57,0,0,0,0,185,,0,0,0,173.71929824561403,3.245614035087719,0.3684210526315789,,21,68,68,0,0,0,0,244,,0,0,0,246.4558823529412,3.588235294117647,0.5294117647058824,,36,-20.58823529411765,-16.176470588235293,,,,,-24.18032786885246,,,,,-29.513024161932375,-9.5484613172275,-30.4093567251462,,-41.666666666666664
"List of Collections","/collections/vendors",54,57,1,0,0,0,195,,0.017543859649122806,0,0,183.57894736842104,3.4210526315789473,0.5614035087719298,,32,43,48,0,0,0,0,169,,0,0,0,194.35416666666666,3.5208333333333335,0.3541666666666667,,17,25.58139534883721,18.75,,,,,15.384615384615385,,,,,-5.544115406965265,-2.8340080971659964,58.513931888544874,,88.23529411764706
"Collection","/collections/alien-sex-dolls",53,53,0,0,0,0,247,,0,0,0,296.3018867924528,4.660377358490566,0.39622641509433965,,21,42,42,1,0,0,0,195,,0.023809523809523808,0,0,133.8095238095238,4.642857142857143,0.5238095238095238,,22,26.19047619047619,26.19047619047619,-100,,,,26.666666666666668,,-100,,,121.43557375948434,0.37735849056602155,-24.356775300171524,,-4.545454545454546
,"/de/blogs/featured-blog/how-to-make-fake-pussy",51,51,0,0,0,0,59,,0,0,0,37.01960784313726,1.1568627450980393,0.8627450980392157,,44,18,18,0,0,0,0,19,,0,0,0,1.0555555555555556,1.0555555555555556,0.9444444444444444,,17,183.33333333333334,183.33333333333334,,,,,210.52631578947367,,,,,3407.120743034056,9.59752321981425,-8.65051903114186,,158.8235294117647
,"/ja/collections/sex-doll-videos",44,50,0,0,0,0,210,,0,0,0,163.26,4.2,0.48,,24,30,32,0,0,0,0,93,,0,0,0,68.71875,2.90625,0.71875,,23,46.666666666666664,56.25,,,,,125.80645161290323,,,,,137.57708049113234,44.51612903225807,-33.21739130434783,,4.3478260869565215
"Collection","/collections/chinese-sex-doll",43,49,0,0,0,0,128,,0,0,0,156.0612244897959,2.6122448979591835,0.5510204081632653,,27,48,50,0,0,0,0,111,,0,0,0,74.62,2.22,0.66,,33,-10.416666666666666,-2,,,,,15.315315315315315,,,,,109.1412818142534,17.668689097260508,-16.512059369202237,,-18.181818181818183
,"/en-ca/collections/vajankle-foot-fetish-toys",45,47,0,0,0,0,103,,0,0,0,79.44680851063829,2.1914893617021276,0.7021276595744681,,33,36,36,0,0,0,0,113,,0,0,0,116.36111111111111,3.138888888888889,0.5555555555555556,,20,25,30.555555555555557,,,,,-8.849557522123893,,,,,-31.723917250346663,-30.182639804180003,26.382978723404253,,65
"Collection","/collections/pocket-pussy-ass",42,44,0,0,0,0,85,,0,0,0,46.68181818181818,1.9318181818181819,0.7272727272727273,,32,39,39,0,0,0,0,91,,0,0,0,103.8974358974359,2.3333333333333335,0.5897435897435898,,23,7.6923076923076925,12.820512820512821,,,,,-6.593406593406593,,,,,-55.069326034281616,-17.207792207792213,23.3201581027668,,39.130434782608695
"Collection","/collections/huge-tits-sex-doll",42,43,0,0,0,0,164,,0,0,0,172.13953488372093,3.813953488372093,0.4418604651162791,,19,39,41,0,0,0,0,170,,0,0,0,276.7073170731707,4.146341463414634,0.36585365853658536,,15,7.6923076923076925,4.878048780487805,,,,,-3.5294117647058822,,,,,-37.790031465557,-8.016415868673052,20.775193798449617,,26.666666666666668
,"/en-ca/collections/sex-doll-head",43,43,1,0,0,0,237,,0.023255813953488372,0,0,237.97674418604652,5.511627906976744,0.3023255813953488,,13,46,48,0,0,0,0,203,,0,0,0,207.875,4.229166666666667,0.25,,12,-6.521739130434782,-10.416666666666666,,,,,16.748768472906406,,,,,14.480694737725324,30.324206667430396,20.93023255813953,,8.333333333333334
"Collection","/collections/vibrating-sex-doll-torso",37,43,0,0,0,0,95,,0,0,0,103.44186046511628,2.2093023255813953,0.5581395348837209,,24,28,28,1,0,0,0,127,,0.03571428571428571,0,0,197.57142857142858,4.535714285714286,0.6071428571428571,,17,32.142857142857146,53.57142857142857,-100,,,,-25.19685039370079,,-100,,,-47.643309959811,-51.29097234938656,-8.071135430916547,,41.1764705882353
,"/en-ca/collections/bbw-sex-doll-torso",41,41,1,1,0,0,204,0,0.024390243902439025,0.024390243902439025,0,262.5609756097561,4.975609756097561,0.3902439024390244,0,16,35,36,0,0,0,0,185,,0,0,0,267.3333333333333,5.138888888888889,0.4444444444444444,,16,17.142857142857142,13.88888888888889,,,,,10.27027027027027,,,,,-1.7851712182957167,-3.1773236651285512,-12.195121951219503,,0
"Collection","/collections/ai-sex-dolls-list",40,40,0,0,0,0,99,,0,0,0,112.875,2.475,0.45,,18,27,28,0,0,0,0,73,,0,0,0,156.57142857142858,2.607142857142857,0.42857142857142855,,12,48.148148148148145,42.857142857142854,,,,,35.61643835616438,,,,,-27.90830291970804,-5.0684931506849304,5.000000000000008,,50
"Collection","/collections/cheap-sex-toys-1",36,40,0,0,0,0,93,,0,0,0,212.125,2.325,0.55,,22,34,35,1,0,0,0,145,,0.02857142857142857,0,0,315.22857142857146,4.142857142857143,0.42857142857142855,,15,5.882352941176471,14.285714285714286,-100,,,,-35.86206896551724,,-100,,,-32.70755914075954,-43.87931034482759,28.33333333333335,,46.666666666666664
"Collection","/collections/bbw-black-sex-doll",35,40,0,0,0,0,108,,0,0,0,166.85,2.7,0.5,,20,31,31,0,0,0,0,125,,0,0,0,243.29032258064515,4.032258064516129,0.4838709677419355,,15,12.903225806451612,29.032258064516128,,,,,-13.6,,,,,-31.419384778573324,-33.03999999999999,3.3333333333333304,,33.333333333333336
,"/en-ca",36,39,1,0,0,0,294,,0.02564102564102564,0,0,316.2307692307692,7.538461538461538,0.15384615384615385,,6,33,42,1,2,0,0,306,0,0.023809523809523808,0.047619047619047616,0,331.4047619047619,7.285714285714286,0.3333333333333333,0,14,9.090909090909092,-7.142857142857143,0,-100,,,-3.9215686274509802,,7.692307692307694,-100,,-4.578688787324473,3.469079939668175,-53.84615384615384,,-57.142857142857146
"Blog Article","/blogs/dolls-info-qustions/shocking-in-depth-review-of-naimi-1-1-celebrity-sex-doll",38,39,0,0,0,0,68,,0,0,0,60.205128205128204,1.7435897435897436,0.6666666666666666,,26,36,36,0,0,0,0,75,,0,0,0,73.94444444444444,2.0833333333333335,0.6111111111111112,,22,5.555555555555555,8.333333333333334,,,,,-9.333333333333334,,,,,-18.58059296075825,-16.30769230769231,9.090909090909076,,18.181818181818183
"Collection","/collections/sex-doll-feet",34,38,0,0,0,0,120,,0,0,0,200.1315789473684,3.1578947368421053,0.5263157894736842,,20,27,27,0,0,0,0,75,,0,0,0,258.3333333333333,2.7777777777777777,0.6666666666666666,,18,25.925925925925927,40.74074074074074,,,,,60,,,,,-22.529711375212223,13.684210526315795,-21.05263157894737,,11.11111111111111
