"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (20260601)","Sessions (20260601)","Sessions with cart additions (20260601)","Sessions that reached checkout (20260601)","Sessions that completed checkout (20260601)","Conversion rate (20260601)","Pageviews (20260601)","Checkout conversion rate (20260601)","Added to cart rate (20260601)","Reached checkout rate (20260601)","Sessions that reached and completed checkout (20260601)","Average session duration (20260601)","Pageviews per session (20260601)","Bounce rate (20260601)","Completed checkout rate (20260601)","Bounces (20260601)","Online store visitors (20260601) ","Sessions (20260601) ","Sessions with cart additions (20260601) ","Sessions that reached checkout (20260601) ","Sessions that completed checkout (20260601) ","Conversion rate (20260601) ","Pageviews (20260601) ","Checkout conversion rate (20260601) ","Added to cart rate (20260601) ","Reached checkout rate (20260601) ","Sessions that reached and completed checkout (20260601) ","Average session duration (20260601) ","Pageviews per session (20260601) ","Bounce rate (20260601) ","Completed checkout rate (20260601) ","Bounces (20260601) "
"Blog Article","/blogs/featured-blog/how-to-make-fake-pussy",573,579,0,0,0,0,702,,0,0,0,28.70293609671848,1.2124352331606219,0.9067357512953368,,525,573,579,0,0,0,0,702,,0,0,0,28.70293609671848,1.2124352331606219,0.9067357512953368,,525,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/featured-blog/how-to-diy-an-sex-doll-you",502,507,0,0,0,0,711,,0,0,0,43.08086785009862,1.4023668639053255,0.863905325443787,,438,502,507,0,0,0,0,711,,0,0,0,43.08086785009862,1.4023668639053255,0.863905325443787,,438,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/furry-sex-doll",456,473,2,0,0,0,1371,,0.004228329809725159,0,0,114.8646934460888,2.8985200845665964,0.6025369978858351,,285,456,473,2,0,0,0,1371,,0.004228329809725159,0,0,114.8646934460888,2.8985200845665964,0.6025369978858351,,285,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/femboys-sex-doll",438,446,2,0,0,0,1577,,0.004484304932735426,0,0,115.38789237668162,3.5358744394618835,0.4282511210762332,,191,438,446,2,0,0,0,1577,,0.004484304932735426,0,0,115.38789237668162,3.5358744394618835,0.4282511210762332,,191,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/sex-doll-torso-dildo-for-woman",373,391,4,0,0,0,1119,,0.010230179028132993,0,0,116.27877237851662,2.8618925831202047,0.4961636828644501,,194,373,391,4,0,0,0,1119,,0.010230179028132993,0,0,116.27877237851662,2.8618925831202047,0.4961636828644501,,194,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/fake-ass-sex-toy",373,381,3,1,1,0.0026246719160104987,1161,1,0.007874015748031496,0.0026246719160104987,1,112.32283464566929,3.047244094488189,0.5013123359580053,1,191,373,381,3,1,1,0.0026246719160104987,1161,1,0.007874015748031496,0.0026246719160104987,1,112.32283464566929,3.047244094488189,0.5013123359580053,1,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/shemale-sex-doll-torso-1",334,345,6,2,1,0.002898550724637681,1560,0.5,0.017391304347826087,0.005797101449275362,1,175.18260869565216,4.521739130434782,0.4289855072463768,0.5,148,334,345,6,2,1,0.002898550724637681,1560,0.5,0.017391304347826087,0.005797101449275362,1,175.18260869565216,4.521739130434782,0.4289855072463768,0.5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/black-sex-dolls",288,303,4,1,0,0,1156,0,0.013201320132013201,0.0033003300330033004,0,184.17491749174917,3.815181518151815,0.42244224422442245,0,128,288,303,4,1,0,0,1156,0,0.013201320132013201,0.0033003300330033004,0,184.17491749174917,3.815181518151815,0.42244224422442245,0,128,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/boob-job-sex-toys",255,264,2,2,1,0.003787878787878788,710,0.5,0.007575757575757576,0.007575757575757576,1,113.20454545454545,2.6893939393939394,0.6515151515151515,0.5,172,255,264,2,2,1,0.003787878787878788,710,0.5,0.007575757575757576,0.007575757575757576,1,113.20454545454545,2.6893939393939394,0.6515151515151515,0.5,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blog Article","/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy",255,259,0,0,0,0,341,,0,0,0,39.28185328185328,1.3166023166023166,0.8494208494208494,,220,255,259,0,0,0,0,341,,0,0,0,39.28185328185328,1.3166023166023166,0.8494208494208494,,220,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/flat-chest-sex-doll",211,228,0,0,0,0,679,,0,0,0,188.43859649122808,2.9780701754385963,0.45614035087719296,,104,211,228,0,0,0,0,679,,0,0,0,188.43859649122808,2.9780701754385963,0.45614035087719296,,104,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/fake-pussy-fake-vagina-sex-toys",215,221,3,2,0,0,593,0,0.013574660633484163,0.00904977375565611,0,87.16742081447964,2.683257918552036,0.5294117647058824,0,117,215,221,3,2,0,0,593,0,0.013574660633484163,0.00904977375565611,0,87.16742081447964,2.683257918552036,0.5294117647058824,0,117,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/futa-sex-doll",214,217,3,1,0,0,930,0,0.013824884792626729,0.004608294930875576,0,188.99539170506912,4.285714285714286,0.5207373271889401,0,113,214,217,3,1,0,0,930,0,0.013824884792626729,0.004608294930875576,0,188.99539170506912,4.285714285714286,0.5207373271889401,0,113,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/sex-doll-torso",178,193,4,2,1,0.0051813471502590676,871,0.5,0.02072538860103627,0.010362694300518135,1,237.8082901554404,4.512953367875648,0.34196891191709844,0.5,66,178,193,4,2,1,0.0051813471502590676,871,0.5,0.02072538860103627,0.010362694300518135,1,237.8082901554404,4.512953367875648,0.34196891191709844,0.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/under-100",178,181,1,0,0,0,440,,0.0055248618784530384,0,0,111.64088397790056,2.430939226519337,0.6132596685082873,,111,178,181,1,0,0,0,440,,0.0055248618784530384,0,0,111.64088397790056,2.430939226519337,0.6132596685082873,,111,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/huge-breasts-sex-dolls",163,168,0,0,0,0,854,,0,0,0,238.73809523809524,5.083333333333333,0.4226190476190476,,71,163,168,0,0,0,0,854,,0,0,0,238.73809523809524,5.083333333333333,0.4226190476190476,,71,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/anime-pocket-pussy",154,160,1,1,0,0,464,0,0.00625,0.00625,0,88.13125,2.9,0.6375,0,102,154,160,1,1,0,0,464,0,0.00625,0.00625,0,88.13125,2.9,0.6375,0,102,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/black-torso-sex-dolls",143,150,0,0,0,0,335,,0,0,0,94.49333333333334,2.2333333333333334,0.5333333333333333,,80,143,150,0,0,0,0,335,,0,0,0,94.49333333333334,2.2333333333333334,0.5333333333333333,,80,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/shemale-sex-toy",143,144,0,0,0,0,332,,0,0,0,92.76388888888889,2.3055555555555554,0.6666666666666666,,96,143,144,0,0,0,0,332,,0,0,0,92.76388888888889,2.3055555555555554,0.6666666666666666,,96,0,0,,,,,0,,,,,0,0,0,,0
"Custom Page","/pages/sex-doll-gif",141,141,0,0,0,0,237,,0,0,0,39.177304964539005,1.6808510638297873,0.8156028368794326,,115,141,141,0,0,0,0,237,,0,0,0,39.177304964539005,1.6808510638297873,0.8156028368794326,,115,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/asian-sex-doll",127,137,0,0,0,0,382,,0,0,0,117.78102189781022,2.7883211678832116,0.6277372262773723,,86,127,137,0,0,0,0,382,,0,0,0,117.78102189781022,2.7883211678832116,0.6277372262773723,,86,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/enchanting-delights-2024-top-real-sex-doll-recommendations",126,133,0,0,0,0,530,,0,0,0,146.13533834586465,3.9849624060150375,0.45112781954887216,,60,126,133,0,0,0,0,530,,0,0,0,146.13533834586465,3.9849624060150375,0.45112781954887216,,60,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/big-booty-sex-dolls",113,119,1,0,0,0,350,,0.008403361344537815,0,0,170.57142857142858,2.9411764705882355,0.4957983193277311,,59,113,119,1,0,0,0,350,,0.008403361344537815,0,0,170.57142857142858,2.9411764705882355,0.4957983193277311,,59,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/vibrating-sex-doll-torso",117,118,2,2,0,0,298,0,0.01694915254237288,0.01694915254237288,0,104.89830508474576,2.5254237288135593,0.6271186440677966,0,74,117,118,2,2,0,0,298,0,0.01694915254237288,0.01694915254237288,0,104.89830508474576,2.5254237288135593,0.6271186440677966,0,74,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/18s-sex-doll",111,114,0,0,0,0,341,,0,0,0,104.57894736842105,2.991228070175439,0.6666666666666666,,76,111,114,0,0,0,0,341,,0,0,0,104.57894736842105,2.991228070175439,0.6666666666666666,,76,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/lesbian-sex-doll-torso",112,114,1,0,0,0,240,,0.008771929824561403,0,0,97.1842105263158,2.1052631578947367,0.6140350877192983,,70,112,114,1,0,0,0,240,,0.008771929824561403,0,0,97.1842105263158,2.1052631578947367,0.6140350877192983,,70,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/anime-mini-sex-doll",106,107,1,0,0,0,242,,0.009345794392523364,0,0,81.89719626168224,2.2616822429906542,0.6635514018691588,,71,106,107,1,0,0,0,242,,0.009345794392523364,0,0,81.89719626168224,2.2616822429906542,0.6635514018691588,,71,0,0,0,,,,0,,0,,,0,0,0,,0
"Product","/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass",98,107,4,1,0,0,318,0,0.037383177570093455,0.009345794392523364,0,138.9158878504673,2.97196261682243,0.6448598130841121,0,69,98,107,4,1,0,0,318,0,0.037383177570093455,0.009345794392523364,0,138.9158878504673,2.97196261682243,0.6448598130841121,0,69,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/silicone-ass",98,98,1,0,0,0,364,,0.01020408163265306,0,0,168.8673469387755,3.7142857142857144,0.5408163265306123,,53,98,98,1,0,0,0,364,,0.01020408163265306,0,0,168.8673469387755,3.7142857142857144,0.5408163265306123,,53,0,0,0,,,,0,,0,,,0,0,0,,0
,"/de/collections/robotic-sex-doll",92,93,1,0,0,0,248,,0.010752688172043012,0,0,109.15053763440861,2.6666666666666665,0.5591397849462365,,52,92,93,1,0,0,0,248,,0.010752688172043012,0,0,109.15053763440861,2.6666666666666665,0.5591397849462365,,52,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/best-seller-sex-dolls-under-200",78,87,0,0,0,0,292,,0,0,0,200.67816091954023,3.3563218390804597,0.6551724137931034,,57,78,87,0,0,0,0,292,,0,0,0,200.67816091954023,3.3563218390804597,0.6551724137931034,,57,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/animal-hentai-sex-doll",86,86,0,0,0,0,314,,0,0,0,161.1046511627907,3.6511627906976742,0.4069767441860465,,35,86,86,0,0,0,0,314,,0,0,0,161.1046511627907,3.6511627906976742,0.4069767441860465,,35,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/torso-shemale-sex-doll",83,86,0,0,0,0,294,,0,0,0,185.48837209302326,3.4186046511627906,0.43023255813953487,,37,83,86,0,0,0,0,294,,0,0,0,185.48837209302326,3.4186046511627906,0.43023255813953487,,37,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-poses-with-your-torso-sex-doll",80,81,0,0,0,0,129,,0,0,0,104.04938271604938,1.5925925925925926,0.8148148148148148,,66,80,81,0,0,0,0,129,,0,0,0,104.04938271604938,1.5925925925925926,0.8148148148148148,,66,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/bbw-black-sex-doll",70,76,5,0,0,0,289,,0.06578947368421052,0,0,233.68421052631578,3.8026315789473686,0.39473684210526316,,30,70,76,5,0,0,0,289,,0.06578947368421052,0,0,233.68421052631578,3.8026315789473686,0.39473684210526316,,30,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/mini-sex-doll-torso",75,75,0,0,0,0,141,,0,0,0,101.69333333333333,1.88,0.68,,51,75,75,0,0,0,0,141,,0,0,0,101.69333333333333,1.88,0.68,,51,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/life-size-anime-sex-doll",70,75,0,0,0,0,342,,0,0,0,203.37333333333333,4.56,0.38666666666666666,,29,70,75,0,0,0,0,342,,0,0,0,203.37333333333333,4.56,0.38666666666666666,,29,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/enchanting-delights-2024-top-real-sex-doll-recommendations",69,69,0,0,0,0,84,,0,0,0,24.536231884057973,1.2173913043478262,0.9130434782608695,,63,69,69,0,0,0,0,84,,0,0,0,24.536231884057973,1.2173913043478262,0.9130434782608695,,63,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-doll-feet",63,66,2,0,0,0,159,,0.030303030303030304,0,0,91.56060606060606,2.409090909090909,0.6515151515151515,,43,63,66,2,0,0,0,159,,0.030303030303030304,0,0,91.56060606060606,2.409090909090909,0.6515151515151515,,43,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/foot-pocket-pussy",61,65,0,0,0,0,110,,0,0,0,29.06153846153846,1.6923076923076923,0.6615384615384615,,43,61,65,0,0,0,0,110,,0,0,0,29.06153846153846,1.6923076923076923,0.6615384615384615,,43,0,0,,,,,0,,,,,0,0,0,,0
"List of Collections","/collections/vendors",55,65,1,1,0,0,205,0,0.015384615384615385,0.015384615384615385,0,204.35384615384615,3.1538461538461537,0.46153846153846156,0,30,55,65,1,1,0,0,205,0,0.015384615384615385,0.015384615384615385,0,204.35384615384615,3.1538461538461537,0.46153846153846156,0,30,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/pocket-pussy-ass",63,64,1,0,0,0,126,,0.015625,0,0,101.3125,1.96875,0.609375,,39,63,64,1,0,0,0,126,,0.015625,0,0,101.3125,1.96875,0.609375,,39,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/chinese-sex-doll",56,62,1,0,0,0,225,,0.016129032258064516,0,0,177.9516129032258,3.629032258064516,0.43548387096774194,,27,56,62,1,0,0,0,225,,0.016129032258064516,0,0,177.9516129032258,3.629032258064516,0.43548387096774194,,27,0,0,0,,,,0,,0,,,0,0,0,,0
,"/en-ca",49,58,6,5,1,0.017241379310344827,452,0.2,0.10344827586206896,0.08620689655172414,1,488.2068965517241,7.793103448275862,0.2413793103448276,0.2,14,49,58,6,5,1,0.017241379310344827,452,0.2,0.10344827586206896,0.08620689655172414,1,488.2068965517241,7.793103448275862,0.2413793103448276,0.2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Product","/products/t901-21-51lb-c-cup-7-08-dildo-electric-shemale-big-penis-male-female-sex-doll-torso-adult-toys",57,57,0,0,0,0,57,,0,0,0,0,1,1,,57,57,57,0,0,0,0,57,,0,0,0,0,1,1,,57,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/fake-pussy-hentai-sex-doll",55,55,0,0,0,0,164,,0,0,0,118.52727272727273,2.981818181818182,0.5454545454545454,,30,55,55,0,0,0,0,164,,0,0,0,118.52727272727273,2.981818181818182,0.5454545454545454,,30,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/mini-sex-doll",53,54,0,0,0,0,218,,0,0,0,236.33333333333334,4.037037037037037,0.5185185185185185,,28,53,54,0,0,0,0,218,,0,0,0,236.33333333333334,4.037037037037037,0.5185185185185185,,28,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/sex-doll-head",50,52,2,2,0,0,291,0,0.038461538461538464,0.038461538461538464,0,206.01923076923077,5.596153846153846,0.11538461538461539,0,6,50,52,2,2,0,0,291,0,0.038461538461538464,0.038461538461538464,0,206.01923076923077,5.596153846153846,0.11538461538461539,0,6,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Collection","/collections/black-male-sex-doll",48,51,1,1,1,0.0196078431372549,112,1,0.0196078431372549,0.0196078431372549,1,76.84313725490196,2.196078431372549,0.5882352941176471,1,30,48,51,1,1,1,0.0196078431372549,112,1,0.0196078431372549,0.0196078431372549,1,76.84313725490196,2.196078431372549,0.5882352941176471,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/new-arrivals-robot-sex-dolls",48,50,0,0,0,0,172,,0,0,0,221.4,3.44,0.42,,21,48,50,0,0,0,0,172,,0,0,0,221.4,3.44,0.42,,21,0,0,,,,,0,,,,,0,0,0,,0
,"/ja/blogs/featured-blog/how-to-make-fake-pussy",49,49,0,0,0,0,52,,0,0,0,15.326530612244898,1.0612244897959184,0.9387755102040817,,46,49,49,0,0,0,0,52,,0,0,0,15.326530612244898,1.0612244897959184,0.9387755102040817,,46,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/silicone-pocket-pussy",47,48,0,0,0,0,262,,0,0,0,284.0208333333333,5.458333333333333,0.5833333333333334,,28,47,48,0,0,0,0,262,,0,0,0,284.0208333333333,5.458333333333333,0.5833333333333334,,28,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/%F0%9F%94%A5-top-5-most-popular-big-butt-chubby-belly-curvy-body-pornstar-style-sex-dolls-in-2025-%F0%9F%94%A5",48,48,0,0,0,0,62,,0,0,0,52.979166666666664,1.2916666666666667,0.8125,,39,48,48,0,0,0,0,62,,0,0,0,52.979166666666664,1.2916666666666667,0.8125,,39,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/robotic-sex-doll",47,48,1,0,0,0,211,,0.020833333333333332,0,0,185.4375,4.395833333333333,0.5833333333333334,,28,47,48,1,0,0,0,211,,0.020833333333333332,0,0,185.4375,4.395833333333333,0.5833333333333334,,28,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/ros-sex-doll-heads-1",47,47,0,0,0,0,132,,0,0,0,119.97872340425532,2.8085106382978724,0.5106382978723404,,24,47,47,0,0,0,0,132,,0,0,0,119.97872340425532,2.8085106382978724,0.5106382978723404,,24,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/bbw-sex-doll-torso",47,47,2,0,0,0,216,,0.0425531914893617,0,0,167.87234042553192,4.595744680851064,0.48936170212765956,,23,47,47,2,0,0,0,216,,0.0425531914893617,0,0,167.87234042553192,4.595744680851064,0.48936170212765956,,23,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/anime-hentai-sex-doll",44,46,0,0,0,0,226,,0,0,0,149.52173913043478,4.913043478260869,0.5,,23,44,46,0,0,0,0,226,,0,0,0,149.52173913043478,4.913043478260869,0.5,,23,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-titty-fuck-experience-the-ultimate-pleasure-with-a-huge-breast-sex-doll",45,46,0,0,0,0,61,,0,0,0,51.65217391304348,1.326086956521739,0.8913043478260869,,41,45,46,0,0,0,0,61,,0,0,0,51.65217391304348,1.326086956521739,0.8913043478260869,,41,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/real-sex-doll-reviews-pros-cons-real-usage-tests/2026-meru-hentai-sex-doll-review-comprehensive-comparison-of-4-hot-models",45,45,0,0,0,0,63,,0,0,0,26.711111111111112,1.4,0.8,,36,45,45,0,0,0,0,63,,0,0,0,26.711111111111112,1.4,0.8,,36,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/57-32lb-sex-doll-torso-with-life-size-ass-and-soft-skin-512-sex-doll-torso",44,45,0,0,0,0,86,,0,0,0,93.31111111111112,1.9111111111111112,0.5555555555555556,,25,44,45,0,0,0,0,86,,0,0,0,93.31111111111112,1.9111111111111112,0.5555555555555556,,25,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/alien-sex-dolls",41,45,0,0,0,0,194,,0,0,0,291.24444444444447,4.311111111111111,0.4,,18,41,45,0,0,0,0,194,,0,0,0,291.24444444444447,4.311111111111111,0.4,,18,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/ai-sex-doll",44,44,0,0,0,0,111,,0,0,0,87.3409090909091,2.522727272727273,0.6818181818181818,,30,44,44,0,0,0,0,111,,0,0,0,87.3409090909091,2.522727272727273,0.6818181818181818,,30,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/vajankle-foot-fetish-toys",40,44,1,1,0,0,159,0,0.022727272727272728,0.022727272727272728,0,120.27272727272727,3.6136363636363638,0.5,0,22,40,44,1,1,0,0,159,0,0.022727272727272728,0.022727272727272728,0,120.27272727272727,3.6136363636363638,0.5,0,22,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/gentlemans-paradise-exploring-nsfw-anime-figures-and-sex-dolls",44,44,0,0,0,0,178,,0,0,0,102.77272727272727,4.045454545454546,0.6818181818181818,,30,44,44,0,0,0,0,178,,0,0,0,102.77272727272727,4.045454545454546,0.6818181818181818,,30,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/petite-sex-doll",42,43,0,0,0,0,126,,0,0,0,101.90697674418605,2.9302325581395348,0.5813953488372093,,25,42,43,0,0,0,0,126,,0,0,0,101.90697674418605,2.9302325581395348,0.5813953488372093,,25,0,0,,,,,0,,,,,0,0,0,,0
"Cart","/cart",37,43,13,5,1,0.023255813953488372,303,0.2,0.3023255813953488,0.11627906976744186,1,406.30232558139534,7.046511627906977,0.46511627906976744,0.2,20,37,43,13,5,1,0.023255813953488372,303,0.2,0.3023255813953488,0.11627906976744186,1,406.30232558139534,7.046511627906977,0.46511627906976744,0.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/young-male-sex-doll",40,43,0,0,0,0,113,,0,0,0,212.5581395348837,2.627906976744186,0.46511627906976744,,20,40,43,0,0,0,0,113,,0,0,0,212.5581395348837,2.627906976744186,0.46511627906976744,,20,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/anime-sex-doll",40,42,0,0,0,0,137,,0,0,0,270.14285714285717,3.261904761904762,0.47619047619047616,,20,40,42,0,0,0,0,137,,0,0,0,270.14285714285717,3.261904761904762,0.47619047619047616,,20,0,0,,,,,0,,,,,0,0,0,,0
