"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (previous_period)","Sessions (previous_period)","Sessions with cart additions (previous_period)","Sessions that reached checkout (previous_period)","Sessions that completed checkout (previous_period)","Conversion rate (previous_period)","Pageviews (previous_period)","Checkout conversion rate (previous_period)","Added to cart rate (previous_period)","Reached checkout rate (previous_period)","Sessions that reached and completed checkout (previous_period)","Average session duration (previous_period)","Pageviews per session (previous_period)","Bounce rate (previous_period)","Completed checkout rate (previous_period)","Bounces (previous_period)","Online store visitors (previous_period) ","Sessions (previous_period) ","Sessions with cart additions (previous_period) ","Sessions that reached checkout (previous_period) ","Sessions that completed checkout (previous_period) ","Conversion rate (previous_period) ","Pageviews (previous_period) ","Checkout conversion rate (previous_period) ","Added to cart rate (previous_period) ","Reached checkout rate (previous_period) ","Sessions that reached and completed checkout (previous_period) ","Average session duration (previous_period) ","Pageviews per session (previous_period) ","Bounce rate (previous_period) ","Completed checkout rate (previous_period) ","Bounces (previous_period) "
"Collection","/collections/all",480,489,7,2,0,0,2116,0,0.014314928425357873,0.00408997955010225,0,179.67484662576686,4.32719836400818,0.36400817995910023,0,178,603,632,8,2,2,0.0031645569620253164,2828,1,0.012658227848101266,0.0031645569620253164,2,207.1772151898734,4.474683544303797,0.39556962025316456,1,250,-20.398009950248756,-22.626582278481013,-12.5,0,-100,-100.00000000000001,-25.17680339462518,-100,13.0879345603272,29.243353783231097,-100,-13.274803669361626,-3.2959912993928597,-7.978732106339461,-100,-28.8
"Collection","/collections/vajankle-foot-fetish-toys",470,482,1,0,0,0,1298,,0.002074688796680498,0,0,90.51244813278008,2.6929460580912865,0.6244813278008299,,301,431,443,3,1,0,0,1188,0,0.006772009029345372,0.002257336343115124,0,79.10835214446952,2.6817155756207676,0.6027088036117382,0,267,9.048723897911833,8.803611738148984,-66.66666666666667,-100,,,9.25925925925926,,-69.36376210235132,-100,,14.41579261755337,0.4187797756262535,3.612445024632069,,12.734082397003744
"Collection","/collections/celebrity-sex-dolls",437,445,5,0,0,0,1798,,0.011235955056179775,0,0,186.59101123595505,4.040449438202248,0.3707865168539326,,165,493,505,1,1,0,0,2054,0,0.0019801980198019802,0.0019801980198019802,0,162.3960396039604,4.067326732673267,0.3722772277227723,0,188,-11.359026369168356,-11.881188118811881,400,-100,,,-12.4634858812074,,467.4157303370786,-100,,14.89874487764578,-0.6608098202465927,-0.400430313172359,,-12.23404255319149
"Blog Article","/blogs/featured-blog/how-to-diy-an-sex-doll-you",351,357,0,0,0,0,460,,0,0,0,38.30532212885154,1.288515406162465,0.8879551820728291,,317,364,368,0,0,0,0,457,,0,0,0,33.98097826086956,1.2418478260869565,0.8831521739130435,,325,-3.5714285714285716,-2.989130434782609,,,,,0.6564551422319475,,,,,12.7257780361245,3.7579145443735533,0.5438483085541879,,-2.4615384615384617
"Collection","/collections/femboys-sex-doll",311,313,2,1,0,0,1148,0,0.006389776357827476,0.003194888178913738,0,113.10862619808307,3.6677316293929714,0.44089456869009586,0,138,302,310,1,0,0,0,1270,,0.0032258064516129032,0,0,140.69354838709677,4.096774193548387,0.4645161290322581,,144,2.980132450331126,0.967741935483871,100,,,,-9.606299212598426,,98.08306709265175,,,-19.606387432292205,-10.472692510880226,-5.085197018104369,,-4.166666666666667
"Collection","/collections/furry-sex-doll",284,288,2,2,0,0,836,0,0.006944444444444444,0.006944444444444444,0,100.79513888888889,2.9027777777777777,0.5243055555555556,0,151,388,397,3,1,0,0,1181,0,0.007556675062972292,0.0025188916876574307,0,120.9294710327456,2.974811083123426,0.5088161209068011,0,202,-26.804123711340207,-27.455919395465994,-33.333333333333336,100,,,-29.212531752751904,,-8.101851851851855,175.69444444444443,,-16.6496487348437,-2.4214413397309316,3.0442106710671006,,-25.247524752475247
"Collection","/collections/fake-pussy-fake-vagina-sex-toys",280,284,7,3,1,0.0035211267605633804,941,0.3333333333333333,0.02464788732394366,0.01056338028169014,1,120.04929577464789,3.313380281690141,0.5070422535211268,0.3333333333333333,144,255,261,2,2,0,0,867,0,0.007662835249042145,0.007662835249042145,0,137.48275862068965,3.32183908045977,0.49808429118773945,0,130,9.803921568627452,8.812260536398467,250,50,,,8.53517877739331,,221.6549295774648,37.85211267605634,,-12.680472097697796,-0.2546420390857228,1.7984832069339125,,10.76923076923077
"Collection","/collections/sex-doll-torso-dildo-for-woman",203,206,1,0,0,0,674,,0.0048543689320388345,0,0,146.2621359223301,3.2718446601941746,0.48058252427184467,,99,175,186,6,3,0,0,615,0,0.03225806451612903,0.016129032258064516,0,145.79569892473117,3.306451612903226,0.478494623655914,0,89,16,10.75268817204301,-83.33333333333333,-100,,,9.59349593495935,,-84.95145631067962,-100,,0.3199250739486648,-1.0466493014444795,0.4363477691720279,,11.235955056179776
"Collection","/collections/boob-job-sex-toys",193,198,1,1,0,0,523,0,0.005050505050505051,0.005050505050505051,0,97.73737373737374,2.6414141414141414,0.5808080808080808,0,115,189,191,0,0,0,0,466,,0,0,0,72.24083769633508,2.43979057591623,0.6020942408376964,,115,2.1164021164021163,3.6649214659685865,,,,,12.231759656652361,,,,,35.2937989841889,8.263970173841429,-3.5353535353535452,,0
"Collection","/collections/futa-sex-doll",190,194,0,0,0,0,543,,0,0,0,120.37628865979381,2.7989690721649483,0.5309278350515464,,103,177,181,2,0,0,0,542,,0.011049723756906077,0,0,139.3646408839779,2.994475138121547,0.48066298342541436,,87,7.344632768361582,7.18232044198895,-100,,,,0.18450184501845018,,-99.99999999999999,,,-13.624942527561226,-6.528892608513723,10.457400165896436,,18.39080459770115
"Collection","/collections/black-torso-sex-dolls",146,157,2,0,0,0,431,,0.012738853503184714,0,0,169.5796178343949,2.745222929936306,0.5987261146496815,,94,169,175,1,1,0,0,426,0,0.005714285714285714,0.005714285714285714,0,118.37714285714286,2.434285714285714,0.5542857142857143,0,97,-13.609467455621301,-10.285714285714286,100,-100,,,1.1737089201877935,,122.9299363057325,-100,,43.253683727645814,12.773242426960925,8.017598003808521,,-3.0927835051546393
"Blog Article","/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy",155,157,0,0,0,0,210,,0,0,0,73.01273885350318,1.3375796178343948,0.8662420382165605,,136,131,132,0,0,0,0,216,,0,0,0,54.84090909090909,1.6363636363636365,0.7803030303030303,,103,18.3206106870229,18.939393939393938,,,,,-2.7777777777777777,,,,,33.13553707228097,-18.259023354564764,11.013542761733975,,32.03883495145631
"Collection","/collections/sex-doll-torso",150,153,4,1,0,0,580,0,0.026143790849673203,0.006535947712418301,0,213.00653594771242,3.7908496732026142,0.35947712418300654,0,55,198,203,2,1,0,0,900,0,0.009852216748768473,0.0049261083743842365,0,201.13793103448276,4.433497536945813,0.3842364532019704,0,78,-24.242424242424242,-24.63054187192118,100,0,,,-35.55555555555556,,165.35947712418303,32.6797385620915,,5.90072934139654,-14.49527959331882,-6.443774090832908,,-29.487179487179485
"Collection","/collections/black-sex-dolls",122,129,0,0,0,0,475,,0,0,0,140.56589147286823,3.682170542635659,0.43410852713178294,,56,200,217,1,0,0,0,820,,0.004608294930875576,0,0,183.1520737327189,3.7788018433179724,0.45161290322580644,,98,-39,-40.55299539170507,-100,,,,-42.073170731707314,,-100,,,-23.251815495137865,-2.5571941765929336,-3.8759689922480605,,-42.857142857142854
"Blog Article","/blogs/featured-blog/how-to-make-fake-pussy",122,127,0,0,0,0,161,,0,0,0,30.937007874015748,1.2677165354330708,0.8503937007874016,,108,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/huge-breasts-sex-dolls",118,122,0,0,0,0,521,,0,0,0,196.81147540983608,4.270491803278689,0.39344262295081966,,48,56,56,1,0,0,0,226,,0.017857142857142856,0,0,178.10714285714286,4.035714285714286,0.5357142857142857,,30,110.71428571428571,117.85714285714286,-100,,,,130.53097345132744,,-100,,,10.501730729404654,5.817496010445387,-26.557377049180324,,60
"Collection","/collections/asian-sex-doll",118,118,0,0,0,0,320,,0,0,0,130.42372881355934,2.711864406779661,0.5423728813559322,,64,97,101,3,0,0,0,372,,0.0297029702970297,0,0,223.6138613861386,3.6831683168316833,0.6039603960396039,,61,21.649484536082475,16.831683168316832,-100,,,,-13.978494623655914,,-100,,,-41.674577772107625,-26.37142336431566,-10.197277021394829,,4.918032786885246
"Collection","/collections/torso-dildo",115,117,0,0,0,0,281,,0,0,0,121.99145299145299,2.4017094017094016,0.5811965811965812,,68,68,72,0,0,0,0,178,,0,0,0,106.52777777777777,2.4722222222222223,0.5694444444444444,,41,69.11764705882354,62.5,,,,,57.86516853932584,,,,,14.516096680373085,-2.852203975799489,2.06378986866793,,65.85365853658537
"Collection","/collections/silicone-pocket-pussy",110,111,1,0,0,0,321,,0.009009009009009009,0,0,95.41441441441441,2.891891891891892,0.6396396396396397,,71,30,30,0,0,0,0,79,,0,0,0,146,2.6333333333333333,0.6333333333333333,,19,266.6666666666667,270,,,,,306.32911392405066,,,,,-34.64766135999013,9.818679438932612,0.9957325746799505,,273.6842105263158
"Collection","/collections/mini-sex-doll",101,104,1,0,0,0,343,,0.009615384615384616,0,0,134.875,3.298076923076923,0.4423076923076923,,46,126,129,1,0,0,0,380,,0.007751937984496124,0,0,150.06201550387595,2.945736434108527,0.4883720930232558,,63,-19.841269841269842,-19.37984496124031,0,,,,-9.736842105263158,,24.038461538461547,,,-10.120492819506138,11.961032388663966,-9.432234432234432,,-26.984126984126984
"Collection","/collections/silicone-ass",95,97,0,0,0,0,334,,0,0,0,118.50515463917526,3.443298969072165,0.4536082474226804,,44,77,78,2,0,0,0,261,,0.02564102564102564,0,0,178.3846153846154,3.3461538461538463,0.5,,39,23.376623376623378,24.358974358974358,-100,,,,27.96934865900383,,-100,,,-33.56761490688752,2.903187581467001,-9.278350515463918,,12.820512820512821
"Collection","/collections/lesbian-sex-doll-torso",88,91,1,0,0,0,223,,0.01098901098901099,0,0,99.04395604395604,2.4505494505494507,0.5604395604395604,,51,99,102,0,0,0,0,164,,0,0,0,60.30392156862745,1.607843137254902,0.696078431372549,,71,-11.11111111111111,-10.784313725490197,,,,,35.97560975609756,,,,,64.2413187527803,52.412221924417054,-19.486147655161734,,-28.169014084507044
,"/ja/blogs/dolls-info-qustions/how-to-make-fake-pussy",82,87,0,0,0,0,120,,0,0,0,61.85057471264368,1.3793103448275863,0.7931034482758621,,69,83,92,0,0,0,0,106,,0,0,0,30.22826086956522,1.1521739130434783,0.8913043478260869,,82,-1.2048192771084338,-5.434782608695652,,,,,13.20754716981132,,,,,104.61175381385179,19.713728041639563,-11.01766190075693,,-15.853658536585366
"Collection","/collections/anime-mini-sex-doll",85,85,0,0,0,0,250,,0,0,0,107.45882352941176,2.9411764705882355,0.6352941176470588,,54,18,19,0,0,0,0,42,,0,0,0,37.78947368421053,2.210526315789474,0.5789473684210527,,11,372.22222222222223,347.36842105263156,,,,,495.23809523809524,,,,,184.36178928395867,33.0532212885154,9.732620320855604,,390.90909090909093
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-poses-with-your-torso-sex-doll",83,85,1,0,0,0,145,,0.011764705882352941,0,0,48.576470588235296,1.7058823529411764,0.7647058823529411,,65,69,71,0,0,0,0,169,,0,0,0,63.50704225352113,2.380281690140845,0.8591549295774648,,61,20.28985507246377,19.718309859154928,,,,,-14.201183431952662,,,,,-23.51010397505642,-28.332753219631048,-10.993249758919966,,6.557377049180328
"Custom Page","/pages/sex-doll-gif",83,84,0,0,0,0,138,,0,0,0,28.952380952380953,1.6428571428571428,0.8571428571428571,,72,62,65,0,0,0,0,104,,0,0,0,40.03076923076923,1.6,0.8,,52,33.87096774193548,29.23076923076923,,,,,32.69230769230769,,,,,-27.674682478679404,2.678571428571419,7.142857142857131,,38.46153846153846
"Collection","/collections/anime-pocket-pussy",81,81,0,0,0,0,281,,0,0,0,131.5679012345679,3.4691358024691357,0.5185185185185185,,42,118,118,0,0,0,0,250,,0,0,0,82.69491525423729,2.1186440677966103,0.6440677966101694,,76,-31.35593220338983,-31.35593220338983,,,,,12.4,,,,,59.100351974574835,63.74320987654319,-19.49317738791423,,-44.73684210526316
"Collection","/collections/shemale-sex-toy",81,81,1,0,0,0,232,,0.012345679012345678,0,0,126.61728395061728,2.8641975308641974,0.6419753086419753,,52,147,148,1,0,0,0,353,,0.006756756756756757,0,0,89.81756756756756,2.385135135135135,0.6418918918918919,,95,-44.89795918367347,-45.270270270270274,0,,,,-34.27762039660057,,82.71604938271604,,,40.97162434884042,20.085335571643405,0.012995451591938203,,-45.26315789473684
"Collection","/collections/animal-hentai-sex-doll",79,79,0,0,0,0,522,,0,0,0,241.41772151898735,6.6075949367088604,0.4050632911392405,,32,81,81,1,0,0,0,304,,0.012345679012345678,0,0,118.06172839506173,3.753086419753086,0.4691358024691358,,38,-2.4691358024691357,-2.4691358024691357,-100,,,,71.71052631578948,,-100,,,104.4843191784793,76.05762824783477,-13.657561625582941,,-15.789473684210526
"Product","/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass",73,78,2,1,1,0.01282051282051282,202,1,0.02564102564102564,0.01282051282051282,1,102.15384615384616,2.58974358974359,0.7051282051282052,1,55,64,84,0,0,0,0,193,,0,0,0,117.51190476190476,2.2976190476190474,0.75,,63,14.0625,-7.142857142857143,,,,,4.66321243523316,,,,,-13.069364026713833,12.714228776404955,-5.982905982905976,,-12.698412698412698
"Collection","/collections/life-size-shemale-sex-doll",76,77,0,0,0,0,232,,0,0,0,159.32467532467533,3.012987012987013,0.5194805194805194,,40,91,93,0,0,0,0,284,,0,0,0,178.2258064516129,3.053763440860215,0.5053763440860215,,47,-16.483516483516482,-17.204301075268816,,,,,-18.309859154929576,,,,,-10.605159546336013,-1.335284433875978,2.7908261950815056,,-14.893617021276595
"Collection","/collections/big-booty-sex-dolls",68,69,0,0,0,0,295,,0,0,0,222.6086956521739,4.27536231884058,0.5072463768115942,,35,59,62,1,0,0,0,228,,0.016129032258064516,0,0,128.53225806451613,3.6774193548387095,0.5,,31,15.254237288135593,11.290322580645162,-100,,,,29.385964912280702,,-100,,,73.19286146862571,16.259852529875428,1.449275362318847,,12.903225806451612
,"/de/collections/robotic-sex-doll",63,66,1,0,0,0,265,,0.015151515151515152,0,0,211.96969696969697,4.015151515151516,0.5303030303030303,,35,39,39,0,0,0,0,255,,0,0,0,238.43589743589743,6.538461538461538,0.38461538461538464,,15,61.53846153846154,69.23076923076923,,,,,3.9215686274509802,,,,,-11.099922767844047,-38.59180035650623,37.87878787878787,,133.33333333333334
"Collection","/collections/under-100",61,62,0,0,0,0,133,,0,0,0,72.66129032258064,2.1451612903225805,0.6451612903225806,,40,50,53,0,0,0,0,105,,0,0,0,148.9811320754717,1.9811320754716981,0.660377358490566,,35,22,16.9811320754717,,,,,26.666666666666668,,,,,-51.22785730627186,8.279569892473111,-2.3041474654377856,,14.285714285714286
"Collection","/collections/cheap-sex-toys-1",56,59,0,0,0,0,140,,0,0,0,94.42372881355932,2.3728813559322033,0.6101694915254238,,36,44,47,1,1,1,0.02127659574468085,171,1,0.02127659574468085,0.02127659574468085,1,272.59574468085106,3.6382978723404253,0.6170212765957447,1,29,27.272727272727273,25.53191489361702,-100,-100,-100,-100,-18.128654970760234,,-100,-100,-100,-65.36126089418289,-34.780453959758155,-1.1104617182933896,,24.137931034482758
,"/en-ca/collections/full-doll",59,59,1,1,0,0,326,0,0.01694915254237288,0.01694915254237288,0,303.864406779661,5.52542372881356,0.2033898305084746,0,12,38,39,0,0,0,0,221,,0,0,0,236.17948717948718,5.666666666666667,0.10256410256410256,,4,55.26315789473684,51.282051282051285,,,,,47.51131221719457,,,,,28.658254960447064,-2.4925224327018927,98.30508474576273,,200
"Collection","/collections/mini-flat-chest-sex-doll",54,57,0,0,0,0,131,,0,0,0,146.0701754385965,2.2982456140350878,0.6842105263157895,,39,113,116,0,0,0,0,238,,0,0,0,119.52586206896552,2.0517241379310347,0.6120689655172413,,71,-52.21238938053097,-50.86206896551724,,,,,-44.95798319327731,,,,,22.208008300592805,12.015332448768973,11.786508524833224,,-45.070422535211264
"List of Collections","/collections/vendors",48,55,1,1,0,0,240,0,0.01818181818181818,0.01818181818181818,0,188.16363636363636,4.363636363636363,0.38181818181818183,0,21,57,58,1,0,0,0,196,,0.017241379310344827,0,0,125.44827586206897,3.3793103448275863,0.41379310344827586,,24,-15.789473684210526,-5.172413793103448,0,,,,22.448979591836736,,5.454545454545451,,,49.993003148583135,29.12801484230054,-7.727272727272721,,-12.5
"Collection","/collections/alien-sex-dolls",52,54,0,0,0,0,260,,0,0,0,172.44444444444446,4.814814814814815,0.3888888888888889,,21,66,69,1,0,0,0,259,,0.014492753623188406,0,0,309.5652173913044,3.753623188405797,0.42028985507246375,,29,-21.21212121212121,-21.73913043478261,-100,,,,0.3861003861003861,,-100,,,-44.29463171036205,28.271128271128283,-7.471264367816086,,-27.586206896551722
"Collection","/collections/mini-sex-doll-torso",51,53,0,0,0,0,147,,0,0,0,210.18867924528303,2.7735849056603774,0.660377358490566,,35,35,36,1,0,0,0,104,,0.027777777777777776,0,0,109.22222222222223,2.888888888888889,0.6388888888888888,,23,45.714285714285715,47.22222222222222,-100,,,,41.34615384615385,,-100,,,92.44131365285321,-3.9912917271407804,3.363412633305991,,52.17391304347826
"Collection","/collections/petite-sex-doll",50,52,1,0,0,0,152,,0.019230769230769232,0,0,106.73076923076923,2.923076923076923,0.5961538461538461,,31,82,84,0,0,0,0,168,,0,0,0,56.523809523809526,2,0.6547619047619048,,55,-39.02439024390244,-38.095238095238095,,,,,-9.523809523809524,,,,,88.82444430043417,46.153846153846146,-8.951048951048953,,-43.63636363636363
,"/en-ca/blogs/dolls-info-qustions/how-to-make-fake-pussy",52,52,0,0,0,0,78,,0,0,0,32.32692307692308,1.5,0.75,,39,131,132,0,0,0,0,172,,0,0,0,48.36363636363637,1.303030303030303,0.8939393939393939,,118,-60.30534351145038,-60.60606060606061,,,,,-54.651162790697676,,,,,-33.158617698091376,15.116279069767447,-16.101694915254235,,-66.94915254237289
"Collection","/collections/flat-chest-sex-doll",47,51,0,0,0,0,144,,0,0,0,120.6078431372549,2.823529411764706,0.5882352941176471,,30,75,78,0,0,0,0,277,,0,0,0,188.62820512820514,3.551282051282051,0.46153846153846156,,36,-37.333333333333336,-34.61538461538461,,,,,-48.014440433213,,,,,-36.06054669539943,-20.492673603737515,27.45098039215686,,-16.666666666666668
"Collection","/collections/ai-sex-dolls-list",51,51,1,0,0,0,126,,0.0196078431372549,0,0,111.52941176470588,2.4705882352941178,0.5686274509803921,,29,50,51,1,0,0,0,150,,0.0196078431372549,0,0,161.31372549019608,2.9411764705882355,0.47058823529411764,,24,2,0,0,,,,-16,,0,,,-30.861796523641665,-16.000000000000004,20.833333333333332,,20.833333333333332
"Collection","/collections/vibrating-sex-doll-torso",43,48,0,0,0,0,167,,0,0,0,153.6875,3.4791666666666665,0.5208333333333334,,25,35,35,2,0,0,0,115,,0.05714285714285714,0,0,144.77142857142857,3.2857142857142856,0.5428571428571428,,19,22.857142857142858,37.142857142857146,-100,,,,45.21739130434783,,-100,,,6.158723110321689,5.88768115942029,-4.057017543859635,,31.57894736842105
,"/de/blogs/dolls-info-qustions/how-to-make-fake-pussy",46,46,0,0,0,0,91,,0,0,0,26.043478260869566,1.9782608695652173,0.717391304347826,,33,46,46,0,0,0,0,53,,0,0,0,13.391304347826088,1.1521739130434783,0.9565217391304348,,44,0,0,,,,,71.69811320754717,,,,,94.48051948051948,71.69811320754717,-25.000000000000004,,-25
"Collection","/collections/chinese-sex-doll",44,46,0,0,0,0,102,,0,0,0,63.32608695652174,2.217391304347826,0.6521739130434783,,30,47,49,0,0,0,0,105,,0,0,0,81.28571428571429,2.142857142857143,0.6122448979591837,,30,-6.382978723404255,-6.122448979591836,,,,,-2.857142857142857,,,,,-22.094444868953925,3.478260869565224,6.521739130434782,,0
,"/en-ca/collections/vajankle-foot-fetish-toys",46,46,0,0,0,0,105,,0,0,0,105.71739130434783,2.282608695652174,0.6086956521739131,,28,27,27,1,1,1,0.037037037037037035,48,1,0.037037037037037035,0.037037037037037035,1,56.074074074074076,1.7777777777777777,0.6296296296296297,1,17,70.37037037037037,70.37037037037037,-100,-100,-100,-100,118.75,,-100,-100,-100,88.53167537763483,28.39673913043479,-3.3248081841432193,,64.70588235294117
,"/en-ca/collections/sex-doll-head",42,42,1,1,0,0,303,0,0.023809523809523808,0.023809523809523808,0,379.95238095238096,7.214285714285714,0.2619047619047619,0,11,39,39,1,0,0,0,142,,0.02564102564102564,0,0,225.23076923076923,3.641025641025641,0.23076923076923078,,9,7.6923076923076925,7.6923076923076925,0,,,,113.38028169014085,,-7.142857142857145,,,68.69470465781941,98.13883299798793,13.492063492063492,,22.22222222222222
"Collection","/collections/pocket-pussy-ass",41,42,0,0,0,0,103,,0,0,0,103.4047619047619,2.4523809523809526,0.6190476190476191,,26,38,38,0,0,0,0,123,,0,0,0,113.78947368421052,3.236842105263158,0.6052631578947368,,23,7.894736842105263,10.526315789473685,,,,,-16.260162601626018,,,,,-9.126249944936347,-24.235385210994963,2.2774327122153255,,13.043478260869565
,"/en-ca/blogs/featured-blog/how-to-diy-an-sex-doll-you",41,42,0,0,0,0,47,,0,0,0,13.357142857142858,1.119047619047619,0.8809523809523809,,37,24,24,0,0,0,0,27,,0,0,0,55.041666666666664,1.125,0.9166666666666666,,22,70.83333333333333,75,,,,,74.07407407407408,,,,,-75.73267005515302,-0.5291005291005272,-3.8961038961038947,,68.18181818181819
