"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (previous_week)","Sessions (previous_week)","Sessions with cart additions (previous_week)","Sessions that reached checkout (previous_week)","Sessions that completed checkout (previous_week)","Conversion rate (previous_week)","Pageviews (previous_week)","Checkout conversion rate (previous_week)","Added to cart rate (previous_week)","Reached checkout rate (previous_week)","Sessions that reached and completed checkout (previous_week)","Average session duration (previous_week)","Pageviews per session (previous_week)","Bounce rate (previous_week)","Completed checkout rate (previous_week)","Bounces (previous_week)","Online store visitors (previous_week) ","Sessions (previous_week) ","Sessions with cart additions (previous_week) ","Sessions that reached checkout (previous_week) ","Sessions that completed checkout (previous_week) ","Conversion rate (previous_week) ","Pageviews (previous_week) ","Checkout conversion rate (previous_week) ","Added to cart rate (previous_week) ","Reached checkout rate (previous_week) ","Sessions that reached and completed checkout (previous_week) ","Average session duration (previous_week) ","Pageviews per session (previous_week) ","Bounce rate (previous_week) ","Completed checkout rate (previous_week) ","Bounces (previous_week) "
"Collection","/collections/sex-doll-with-electric-hip-and-waist",3,3,0,0,0,0,17,,0,0,0,764.6666666666666,5.666666666666667,0.3333333333333333,,1,1,1,0,0,0,0,35,,0,0,0,5082,35,0,,0,200,200,,,,,-51.42857142857143,,,,,-84.95343040797586,-83.8095238095238,,,
"Blog Article","/blogs/dolls-info-qustions/choosing-between-a-torso-dildo-and-a-dildo-a-relaxed-guide",2,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f5968-158cm-5ft2-c-cup-realistic-black-skin-silicone-head-sex-doll-rosretty-doll",3,3,0,0,0,0,9,,0,0,0,65.66666666666667,3,0.3333333333333333,,1,1,1,0,0,0,0,3,,0,0,0,913,3,0,,0,200,200,,,,,200,,,,,-92.8075940124133,0,,,
"Blog Article","/blogs/dolls-info-qustions/unlocking-private-desires-the-secrets-of-torso-sex-doll-10-inch-dildo",3,3,0,0,0,0,4,,0,0,0,4.333333333333333,1.3333333333333333,0.6666666666666666,,2,4,5,0,0,0,0,5,,0,0,0,0,1,1,,5,-25,-40,,,,,-20,,,,,,33.33333333333333,-33.333333333333336,,-60
,"/en-ca/products/f2319-163cm5-4ft-g-cup-m12-super-fat-bbw-movable-jaw-head-sex-doll%E4%B8%A8sy-doll",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,50,50,,,,,50,,,,,,0,0,,50
"Blog Article","/blogs/dolls-info-qustions/zelex-inspiration-series-2-0-gets-a-full-scale-upgrade-ultra-realistic-dolls-are-here-to-amaze",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,50,50,,,,,50,,,,,,0,0,,50
,"/en-ca/products/l41741-9lb-41-7-crurophilia-silicone-legs-and-feet-combo-realistic-skin-feel",3,3,0,0,0,0,36,,0,0,0,758.3333333333334,12,0.3333333333333333,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,3500,,,,,,1100,-66.66666666666667,,0
,"/en-ca/products/f6129-170cm-5ft6-40kg-d-cup-s11-tpe-silicone-head-sex-doll-sy-doll",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/products/592-67lb-75cm-bbw-sex-doll-torso-big-tits-big-ass-sex-doll-torso",2,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/normon-doll",3,3,0,0,0,0,5,,0,0,0,46.666666666666664,1.6666666666666667,0.6666666666666666,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,400,,,,,,66.66666666666667,-33.333333333333336,,100
,"/de/collections/huge-tits-sex-doll",3,3,0,0,0,0,4,,0,0,0,405.3333333333333,1.3333333333333333,0.6666666666666666,,2,2,2,0,0,0,0,3,,0,0,0,23.5,1.5,0.5,,1,50,50,,,,,33.333333333333336,,,,,1624.8226950354608,-11.111111111111116,33.33333333333333,,100
"Collection","/collections/huge",3,3,0,0,0,0,5,,0,0,0,21.333333333333332,1.6666666666666667,0.6666666666666666,,2,1,1,0,0,0,0,4,,0,0,0,95,4,0,,0,200,200,,,,,25,,,,,-77.54385964912281,-58.33333333333333,,,
,"/en-ca/products/f1031-155cm-tpe-sex-doll-fun-west-doll",3,3,0,0,0,0,4,,0,0,0,8.666666666666666,1.3333333333333333,0.6666666666666666,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Checkout","/60719464687/orders/6aa3664d0f3636dcd3995865b8715558",1,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Article","/blogs/featured-blog/exhibition-diary-the-2025-guangzhou-adult-expo-was-absolutely-mind-blowing",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/de/blogs/dolls-info-qustions/a-must-read-for-anime-fans-anime-futa-sex-dolls-bring-your-2d-fantasy-to-life",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,6,6,0,0,0,0,30,,0,0,0,278.1666666666667,5,0.5,,3,-50,-50,,,,,-90,,,,,-100,-80,100,,0
,"/en-ca/collections/ai-sex-doll",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f8103-159cm5-2ft-33-5kg-h-cup-r12-max-life-size-silicone-sex-doll-real-lady",3,3,0,0,0,0,44,,0,0,0,783.6666666666666,14.666666666666666,0,,0,3,3,0,0,0,0,15,,0,0,0,398,5,0.6666666666666666,,2,0,0,,,,,193.33333333333334,,,,,96.90117252931323,193.33333333333331,-99.99999999999999,,-100
"Product","/products/f1004-159cm-k-cup-tpe-sex-doll-fun-west-doll",2,3,0,0,0,0,3,,0,0,0,0,1,1,,3,2,3,0,0,0,0,4,,0,0,0,359.6666666666667,1.3333333333333333,0.6666666666666666,,2,0,0,,,,,-25,,,,,-100.00000000000001,-24.999999999999996,50.00000000000001,,50
"Product","/products/t70-43lb-korina-lifelike-silicone-sex-doll-torso-sigafun-doll",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/p129-real-feel-silicone-pocket-pussy-highly-detailed-design-firefly-diary",2,3,1,1,1,0.3333333333333333,19,1,0.3333333333333333,0.3333333333333333,1,929.3333333333334,6.333333333333333,0.3333333333333333,1,1,4,6,0,0,0,0,68,,0,0,0,450.6666666666667,11.333333333333334,0.3333333333333333,,2,-50,-50,,,,,-72.05882352941177,,,,,106.2130177514793,-44.117647058823536,0,,-50
"Product","/products/f8118-159cm5-2ft-33-5kg-h-cup-r12-ros-max-life-size-silicone-sex-doll-real-lady",2,3,0,0,0,0,32,,0,0,0,1701.3333333333333,10.666666666666666,0,,0,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,200,,,,,3100,,,,,,966.6666666666666,-100,,-100
"Collection","/collections/elsa-babe",3,3,0,0,0,0,4,,0,0,0,14.333333333333334,1.3333333333333333,0.6666666666666666,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/de/collections/electric-pocket-pussy",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,5,5,1,1,0,0,8,0,0.2,0.2,0,36.6,1.6,0.8,0,4,-40,-40,-100,-100,,,-62.5,,-100,-100,,-100,-37.5,24.999999999999993,,-25
"Product","/products/f1618-163cm-5ft3-g-cup-fat-girl-realistic-silicone-head-sex-doll-rosretty-doll",3,3,0,0,0,0,5,,0,0,0,60.333333333333336,1.6666666666666667,0.6666666666666666,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,400,,,,,,66.66666666666667,-33.333333333333336,,100
"Product","/products/f2082-172cm-5ft6-f-cup-monique-full-silicone-sex-doll-starpery-doll",3,3,0,0,0,0,6,,0,0,0,52,2,0.3333333333333333,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,500,,,,,,100,-66.66666666666667,,0
"Product","/products/p88-24-3lb-sex-dolls-torso-mrl",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,4,4,0,0,0,0,5,,0,0,0,28.25,1.25,0.75,,3,-25,-25,,,,,-40,,,,,-100,-20,33.333333333333336,,0
"Product","/products/f5622-163cm-5ft3-49kg-d-cup-silicone-ros-big-booty-bbw-huge-breast-sex-dolls-hr-doll",3,3,0,0,0,0,20,,0,0,0,186.66666666666666,6.666666666666667,0.6666666666666666,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/ja/collections/mini-hentai-sex-doll",3,3,0,0,0,0,10,,0,0,0,174,3.3333333333333335,0.6666666666666666,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/blogs/dolls-info-qustions/gentlemans-paradise-exploring-nsfw-anime-figures-and-sex-dolls",3,3,0,0,0,0,27,,0,0,0,73.33333333333333,9,0,,0,4,4,0,0,0,0,6,,0,0,0,7.5,1.5,0.75,,3,-25,-25,,,,,350,,,,,877.7777777777777,500,-100,,-100
"Product","/products/f2588-165cm-5ft4-g-cup-realistic-silicone-sex-doll-irontech-doll",3,3,0,0,0,0,12,,0,0,0,540.3333333333334,4,0.6666666666666666,,2,1,1,0,0,0,0,7,,0,0,0,770,7,0,,0,200,200,,,,,71.42857142857143,,,,,-29.826839826839823,-42.857142857142854,,,
"Product","/products/h442-ros-free-hair-impants-real-oral-movable-jaw-silicone-sex-doll-head-sy-doll",3,3,0,0,0,0,8,,0,0,0,44,2.6666666666666665,0,,0,3,3,0,0,0,0,38,,0,0,0,295.6666666666667,12.666666666666666,0.3333333333333333,,1,0,0,,,,,-78.94736842105263,,,,,-85.1183765501691,-78.94736842105263,-99.99999999999999,,-100
"Blog Article","/blogs/dolls-info-qustions/how-women-use-sex-dolls",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,200,,,,,,0,0,,200
"Product","/products/a323-32-lbs-chubby-belly-butt-ultra-soft-liquid-silicone-ass",2,3,0,0,0,0,8,,0,0,0,1335.6666666666667,2.6666666666666665,0.3333333333333333,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,200,,,,,700,,,,,,166.66666666666666,-66.66666666666667,,0
,"/de/collections/flat-chest-sex-doll",3,3,0,0,0,0,4,,0,0,0,514.3333333333334,1.3333333333333333,0.6666666666666666,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,300,,,,,,33.33333333333333,-33.333333333333336,,100
"Collection","/collections/sucking-vagina-ai-sex-doll",3,3,0,0,0,0,5,,0,0,0,20,1.6666666666666667,0.6666666666666666,,2,9,9,0,0,0,0,19,,0,0,0,79.44444444444444,2.111111111111111,0.7777777777777778,,7,-66.66666666666667,-66.66666666666667,,,,,-73.6842105263158,,,,,-74.82517482517483,-21.052631578947366,-14.285714285714292,,-71.42857142857143
"Product","/products/h221-ros-silicone-sex-doll-head%E4%B8%A8galatea-doll-head",1,3,0,0,0,0,16,,0,0,0,561.3333333333334,5.333333333333333,0,,0,1,2,0,0,0,0,24,,0,0,0,116.5,12,0,,0,0,50,,,,,-33.333333333333336,,,,,381.83118741058655,-55.555555555555564,,,
"Product","/products/t424-48-5lbs-93cm-silicone-luxury-super-realistic-human-size-torso-sex-dolls-and-robots",3,3,0,0,0,0,45,,0,0,0,320.6666666666667,15,0.6666666666666666,,2,3,3,0,0,0,0,7,,0,0,0,30.666666666666668,2.3333333333333335,0.3333333333333333,,1,0,0,,,,,542.8571428571429,,,,,945.6521739130435,542.8571428571428,99.99999999999999,,100
"Collection","/collections/anime-sex-doll-heads",2,3,0,0,0,0,5,,0,0,0,40,1.6666666666666667,0.6666666666666666,,2,6,7,0,0,0,0,27,,0,0,0,163.85714285714286,3.857142857142857,0.2857142857142857,,2,-66.66666666666667,-57.142857142857146,,,,,-81.48148148148148,,,,,-75.58849171752398,-56.79012345679013,133.33333333333334,,0
"Product","/products/f1444-163cm5f3-52kg-e-cup-best-big-ass-chubby-tpe-life-size-bbw-sex-doll-in-stock-usa-aibei-doll",2,3,0,0,0,0,5,,0,0,0,58.666666666666664,1.6666666666666667,0.6666666666666666,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,200,,,,,400,,,,,,66.66666666666667,-33.333333333333336,,100
"Product","/products/f8000-150cm-5ft-27-5kg-silicone-anime-hentai-sex-doll-elsa-babe",3,3,0,0,0,0,18,,0,0,0,150.33333333333334,6,0.6666666666666666,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,1700,,,,,,500,-33.333333333333336,,100
,"/de/account/unsubscribe",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,4,4,0,0,0,0,4,,0,0,0,0,1,1,,4,-25,-25,,,,,-25,,,,,,0,0,,-25
"Product","/products/v24-silicone-fleshlight-foot-with-toe-detail-and-soft-insert-tunnel",3,3,0,0,0,0,12,,0,0,0,134.33333333333334,4,0.6666666666666666,,2,4,5,0,0,0,0,9,,0,0,0,17,1.8,0.6,,3,-25,-40,,,,,33.333333333333336,,,,,690.1960784313726,122.22222222222223,11.111111111111109,,-33.333333333333336
"Blog Article","/blogs/dolls-info-qustions/exploring-the-best-breasts-for-titty-fucking",3,3,0,0,0,0,6,,0,0,0,36,2,0.6666666666666666,,2,6,6,0,0,0,0,11,,0,0,0,11.166666666666666,1.8333333333333333,0.8333333333333334,,5,-50,-50,,,,,-45.45454545454545,,,,,222.38805970149255,9.090909090909095,-20.00000000000001,,-60
"Collection","/collections/erovenus-doll-in-stock-usa",3,3,1,0,0,0,25,,0.3333333333333333,0,0,208,8.333333333333334,0.3333333333333333,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Checkout","/60719464687/orders/253922eba6d96b7c151987d450a620f9",1,3,0,0,0,0,6,,0,0,0,529,2,0.6666666666666666,,2,3,5,0,0,0,0,5,,0,0,0,0,1,1,,5,-66.66666666666667,-40,,,,,20,,,,,,100,-33.333333333333336,,-60
"Product","/products/582-sexdoll-legs",3,3,0,0,0,0,5,,0,0,0,8.333333333333334,1.6666666666666667,0.6666666666666666,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,50,50,,,,,150,,,,,,66.66666666666667,-33.333333333333336,,0
"Product","/products/t429-106cm3ft5-33-4kg-c-cup-sydney-bubble-butt-silicone-sex-doll-torso-with-head-in-stock-usa-canada-lovenestle",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,200,,,,,,0,0,,200
"Collection","/collections/cheap-mini-sex-doll",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,15,15,0,0,0,0,26,,0,0,0,89.06666666666666,1.7333333333333334,0.5333333333333333,,8,-80,-80,,,,,-88.46153846153847,,,,,-100,-42.307692307692314,87.5,,-62.5
"Product","/products/f7023-163cm-6ft1-37kg-b-cup-tpe-sexual-european-sex-doll-in-stock-usa-castle-doll",3,3,0,0,0,0,3,,0,0,0,1,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f112-165cm-37kg-edward-golden-hair-tpe-fantasy-prince-femboy-twink-sex-doll-qita-doll",3,3,0,0,0,0,6,,0,0,0,356,2,0.6666666666666666,,2,4,4,0,0,0,0,19,,0,0,0,190.25,4.75,0.5,,2,-25,-25,,,,,-68.42105263157895,,,,,87.12220762155059,-57.89473684210526,33.33333333333333,,0
"Product","/products/p124-real-silicone-pocket-pussy-detailed-design-natural-feel-judy-rona",1,3,0,0,0,0,5,,0,0,0,286.3333333333333,1.6666666666666667,0.6666666666666666,,2,1,1,0,0,0,0,2,,0,0,0,13,2,0,,0,0,200,,,,,150,,,,,2102.5641025641025,-16.666666666666664,,,
"Product","/products/f6004-158cm-5ft2-47kg-c-cup-asian-ros-silicone-sex-doll-shedoll",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Article","/blogs/dolls-info-qustions/celebrity-sex-dolls-hot-picks-6-asian-inspired-star-lookalikes",3,3,0,0,0,0,7,,0,0,0,343.3333333333333,2.3333333333333335,0.6666666666666666,,2,4,4,0,0,0,0,11,,0,0,0,117.75,2.75,0.75,,3,-25,-25,,,,,-36.36363636363637,,,,,191.57820240622786,-15.151515151515145,-11.111111111111116,,-33.333333333333336
"Blog Article","/blogs/dolls-info-qustions/how-a-most-realistic-male-sex-doll-is-manufactured",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,200,,,,,,0,0,,200
"Product","/products/f1451-153cm5ft-34kg-h-cup-chubby-tpe-sex-doll-aibei-doll",3,3,0,0,0,0,18,,0,0,0,299,6,0.3333333333333333,,1,1,2,0,0,0,0,9,,0,0,0,270.5,4.5,0.5,,1,200,50,,,,,100,,,,,10.536044362292051,33.333333333333336,-33.333333333333336,,0
"Product","/products/f7120-168cm5-5ft-42-5kg-2-2u-e-cup-premium-chinese-sex-doll-with-3-love-holes-live-action-cosplay-bezlya-doll",1,3,0,0,0,0,12,,0,0,0,499,4,0.3333333333333333,,1,2,3,0,0,0,0,4,,0,0,0,530,1.3333333333333333,0.6666666666666666,,2,-50,0,,,,,200,,,,,-5.849056603773585,200.00000000000003,-49.99999999999999,,-50
,"/en-ca/blogs/dolls-info-qustions/what-are-the-different-types-of-sex-dolls",1,3,0,0,0,0,3,,0,0,0,0,1,1,,3,1,6,0,0,0,0,7,,0,0,0,224,1.1666666666666667,0.8333333333333334,,5,0,-50,,,,,-57.142857142857146,,,,,-100,-14.285714285714292,19.999999999999996,,-40
"Checkout","/60719464687/orders/91aab936f5bc9baf32b0775db4f3515b",1,3,0,0,0,0,12,,0,0,0,90,4,0,,0,2,8,0,0,0,0,15,,0,0,0,72.375,1.875,0.625,,5,-50,-62.5,,,,,-20,,,,,24.352331606217618,113.33333333333333,-100,,-100
"Collection","/collections/best-sellers-in-big-boobs",3,3,0,0,0,0,7,,0,0,0,42.333333333333336,2.3333333333333335,0.6666666666666666,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,600,,,,,,133.33333333333334,-33.333333333333336,,100
,"/en-fi/collections/full-doll",3,3,0,0,0,0,12,,0,0,0,696,4,0.3333333333333333,,1,3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,,,,,300,,,,,,300,-66.66666666666667,,-66.66666666666667
"Blog Article","/blogs/dolls-info-qustions/how-to-integrate-sex-toys-and-torso-sex-dolls-into-foreplay",3,3,0,0,0,0,4,,0,0,0,123.33333333333333,1.3333333333333333,0.6666666666666666,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,300,,,,,,33.33333333333333,-33.333333333333336,,100
"Blog Article","/blogs/dolls-info-qustions/sex-torso-vs-masturbation-which-one-is-right-for-you-this-article-has-the-answer",3,3,0,0,0,0,10,,0,0,0,162.66666666666666,3.3333333333333335,0.3333333333333333,,1,2,2,0,0,0,0,3,,0,0,0,437,1.5,0.5,,1,50,50,,,,,233.33333333333334,,,,,-62.77650648360031,122.22222222222223,-33.333333333333336,,0
"Blog Article","/blogs/dolls-info-qustions/6-budget-sex-dolls-under-1-000-affordable-without-sacrificing-quality",3,3,0,0,0,0,14,,0,0,0,109,4.666666666666667,0.3333333333333333,,1,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,50,50,,,,,600,,,,,,366.6666666666667,-66.66666666666667,,-50
"Blog Article","/blogs/dolls-info-qustions/how-to-pick-a-fake-pussy-and-sex-doll-torso",2,3,0,0,0,0,3,,0,0,0,0,1,1,,3,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,200,,,,,200,,,,,,0,0,,200
"Collection","/collections/new-arrivals-sex-doll",3,3,0,0,0,0,9,,0,0,0,68.66666666666667,3,0.3333333333333333,,1,2,2,0,0,0,0,3,,0,0,0,25,1.5,0.5,,1,50,50,,,,,200,,,,,174.66666666666669,100,-33.333333333333336,,0
"Collection","/collections/big-boobs-japanese-sex-doll",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,200,200,,,,,200,,,,,,0,0,,200
"Product","/products/h872-silicone-sex-doll-head-elsa-babe-head",3,3,0,0,0,0,3,,0,0,0,0,1,1,,3,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/japanese-anime-sex-doll",3,3,0,0,0,0,8,,0,0,0,441,2.6666666666666665,0.6666666666666666,,2,4,4,0,0,0,0,7,,0,0,0,51.5,1.75,0.5,,2,-25,-25,,,,,14.285714285714286,,,,,756.3106796116505,52.38095238095237,33.33333333333333,,0
"Product","/products/t667-20-3lbs-luxury-super-realistic-silicone-torso-sex-doll",2,3,0,0,0,0,3,,0,0,0,0,1,1,,3,3,5,1,0,0,0,19,,0.2,0,0,136.6,3.8,0.6,,3,-33.333333333333336,-40,-100,,,,-84.21052631578948,,-100,,,-100,-73.6842105263158,66.66666666666667,,0
"Collection","/collections/sex-focused-robot-sex-doll",3,3,0,0,0,0,6,,0,0,0,33.666666666666664,2,0.3333333333333333,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/nianta-doll",3,3,0,0,0,0,15,,0,0,0,215.33333333333334,5,0,,0,4,4,0,0,0,0,20,,0,0,0,221,5,0.25,,1,-25,-25,,,,,-25,,,,,-2.56410256410256,0,-100,,-100
"Product","/products/t682-15-5lbsucking-vibration-ass-sex-doll-torso",3,3,0,0,0,0,14,,0,0,0,712,4.666666666666667,0.3333333333333333,,1,4,4,0,0,0,0,20,,0,0,0,227.25,5,0.5,,2,-25,-25,,,,,-30,,,,,213.3113311331133,-6.66666666666666,-33.333333333333336,,-50
"Product","/products/f6191-41kg-e-cup-monie-fantasy-cute-horse-face-anime-furry-sex-doll-climax-doll-pro",3,3,0,0,0,0,4,,0,0,0,24.666666666666668,1.3333333333333333,0.6666666666666666,,2,1,1,0,0,0,0,5,,0,0,0,195,5,0,,0,200,200,,,,,-20,,,,,-87.35042735042737,-73.33333333333334,,,
"Custom Page","/pages/dolls-video",3,3,0,0,0,0,34,,0,0,0,740.3333333333334,11.333333333333334,0.3333333333333333,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/6-7in-male-sex-doll",3,3,0,0,0,0,13,,0,0,0,92.33333333333333,4.333333333333333,0.3333333333333333,,1,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,50,50,,,,,550,,,,,,333.3333333333333,-66.66666666666667,,-50
"Blog Article","/blogs/dolls-info-qustions/would-you-put-a-dildo-on-your-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,100,,,,,,0,0,,100
,"/en-ca/blogs/dolls-info-qustions/why-do-men-like-to-have-sex-with-bigass-women",2,2,0,0,0,0,3,,0,0,0,1.5,1.5,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Article","/blogs/dolls-info-qustions/inside-the-2025-shenzhen-adult-expo-where-tech-meets-fantasy-in-the-world-of-sex-dolls",2,2,0,0,0,0,3,,0,0,0,13,1.5,0.5,,1,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,50,,,,,,50,-50,,-50
"Product","/products/f9211-150cm-5ft-27-5kg-anime-hentai-silicone-lifesize-sex-doll-elsa-babe",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Checkout","/60719464687/orders/b52e98629b2ee67fd2eeb4d2157618aa",1,2,0,0,0,0,4,,0,0,0,36,2,0.5,,1,1,5,0,0,0,0,9,,0,0,0,74.8,1.8,0.6,,3,0,-60,,,,,-55.55555555555556,,,,,-51.87165775401069,11.111111111111109,-16.666666666666664,,-66.66666666666667
"Product","/products/f5998-175cm-5ft9-49kg-full-size-hair-transplant-ros-sex-with-silicone-male-sex-doll-qita-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Product","/products/f6300-165cm-5ft4-37kg-d-cup-silicone-realistic-sex-doll-asian-firefly-diary-max",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/en-ca/collections/mini-torso",2,2,0,0,0,0,4,,0,0,0,127,2,0.5,,1,2,2,0,0,0,0,5,,0,0,0,108.5,2.5,0.5,,1,0,0,,,,,-20,,,,,17.05069124423963,-20,0,,0
,"/en-ca/collections/monster-hentai-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
,"/de/blogs/dolls-info-qustions/4-tips-for-oral-sex-with-blow-job-dolls-to-enhance-your-sexual-experience",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/sex-torso-doll-in-stock-europe",2,2,0,0,0,0,3,,0,0,0,24.5,1.5,0.5,,1,2,2,0,0,0,0,5,,0,0,0,223.5,2.5,0,,0,0,0,,,,,-40,,,,,-89.03803131991052,-40,,,
,"/en-ca/blogs/dolls-info-qustions/4-recommended-futa-sex-dolls-a-guide-to-realistic-touch-and-dual-gender-appeal",2,2,0,0,0,0,15,,0,0,0,641.5,7.5,0.5,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,100,100,,,,,1400,,,,,,650,-50,,0
"Product","/products/t679-80cm-20kg-b-cup-flat-chest-anime-silicone-sex-doll-torso-with-head-doll-castle",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/silicone-torso",2,2,0,0,0,0,24,,0,0,0,1357.5,12,0,,0,5,6,0,0,0,0,21,,0,0,0,243,3.5,0.6666666666666666,,4,-60,-66.66666666666667,,,,,14.285714285714286,,,,,458.641975308642,242.85714285714286,-99.99999999999999,,-100
,"/en-ca/blogs/dolls-info-qustions/lusandy-doll-redefining-realism-and-the-warmth-of-companionship",1,2,0,0,0,0,6,,0,0,0,34.5,3,0.5,,1,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Blog Article","/blogs/dolls-info-qustions/2-in-1-ai-sex-doll-experience-motorized-hip-movement-and-vaginal-suction-combined",2,2,0,0,0,0,4,,0,0,0,490.5,2,0.5,,1,2,2,0,0,0,0,6,,0,0,0,137.5,3,0.5,,1,0,0,,,,,-33.333333333333336,,,,,256.72727272727275,-33.333333333333336,0,,0
