# ----------------------------------------
# linkdolls-new - GA4
# 点击率1-网页访问（过滤亚洲）-自由形式 1
# 20260713-20260719
# ----------------------------------------

网页路径和屏幕类,浏览次数,活跃用户
,87074,17721,总计
/collections/bbw-sex-doll-torso,3505,1067
/collections/full-doll,2790,1715
/collections/robotic-sex-doll,1957,1041
/collections/celebrity-sex-dolls,1942,679
/collections/anime-sex-doll,1931,678
/collections/flat-chest-sex-doll,1689,448
/collections/all,1651,741
/collections/fake-ass-sex-toy,1616,657
/,1588,1130
/collections/sex-doll-torso-dildo-for-woman,1429,453
/collections/sex-doll-videos,1374,738
/collections/sex-doll-head,1350,654
/collections/furry-sex-doll,1254,498
/search,1222,228
/collections/big-booty-sex-dolls,1100,307
/collections/black-sex-dolls,941,283
/collections/fake-pussy-fake-vagina-sex-toys,867,382
/collections/femboys-sex-doll,837,417
/collections/futa-sex-doll,815,278
/collections/huge-breasts-sex-dolls,763,278
/collections/shemale-sex-doll-torso-1,728,350
/collections/sex-doll-torso,726,348
/collections/electric-sex-doll-head,669,239
/blogs/featured-blog/how-to-make-fake-pussy,647,635
/collections/sex-doll-torso-with-head,624,158
/collections/vajankle-foot-fetish-toys,574,355
/collections/under-100,553,194
/collections/boob-job-sex-toys,515,259
/collections/mini-sex-doll,498,138
/collections/silicone-ass,482,202
/collections/silicone-sex-dolls,442,57
/pages/all-category,441,283
/collections/ros-sex-doll-heads-1,439,156
/collections/enchanting-delights-2024-top-real-sex-doll-recommendations,425,193
/collections/under-1000-full-doll,422,93
/blogs/featured-blog/how-to-diy-an-sex-doll-you,409,429
/collections/porn-celebrities,405,156
/cart,402,226
/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass,390,321
/collections/black-torso-sex-dolls,388,151
/collections/silicone-sex-doll-torso-love-torso-silicone-doll,383,106
/collections/18s-sex-doll,342,128
/collections/sex-doll-legs,336,144
/collections/anime-sex-doll-heads,296,93
/collections/asian-sex-doll,296,152
/collections/bbw-black-sex-doll,286,129
/collections/anime-mini-sex-doll,276,107
/collections/vendors,274,81
/collections/chinese-sex-doll,265,64
/collections/movie-music-celebrities,264,87
/collections/silicone-sex-doll-heads,259,64
/collections/torso-shemale-sex-doll,240,91
/collections/irontech-doll,238,47
/collections/alien-sex-dolls,237,71
/collections/animal-hentai-sex-doll,234,94
/collections/life-size-anime-sex-doll,233,66
/collections/male-sex-doll,232,56
/collections/vibrating-sex-doll-torso,230,141
/collections/life-size-torso,215,63
/collections/shemale-sex-toy,214,89
/collections/sex-doll-feet,213,112
/collections/torso-only,210,47
/products/a664-37-5lb-silicone-butt-sexy-and-real-realistic-big-ass-sex-doll-torso,210,181
/collections/fantasy-sex-dolls,203,62
/collections/silicone-pocket-pussy,200,90
/products/a499-bbw-big-booty-silicone-sex-doll-torso,190,165
/collections/pocket-pussy-ass,189,93
/collections/japanese-anime-sex-doll,186,76
/collections/tpe-ass,185,82
/collections/life-size-shemale-sex-doll,184,74
/collections/anime-pocket-pussy,181,96
/collections/latina-sex-doll-heads,178,47
/collections/100-199,177,41
/en-ca/collections/bbw-sex-doll-torso,172,56
/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy,170,173
/collections/fat-sex-doll,167,80
/products/57-32lb-sex-doll-torso-with-life-size-ass-and-soft-skin-512-sex-doll-torso,166,159
/collections/real-lady,164,52
/collections/best-seller-sex-dolls-under-200,161,46
/products/f5425-elsa-babe-hentai-anime-waifu-sex-dolls-silicone-head-150cm-27-5kg,160,119
/collections/asia-sex-doll-heads,159,54
