日期,点击次数,展示,点击率,排名
2026-04-27,108,1339,8.07%,8.5
2026-04-28,113,1176,9.61%,8.1
2026-04-29,102,1277,7.99%,8.2
2026-04-30,96,1131,8.49%,9.6
2026-05-01,84,1102,7.62%,9.4
2026-05-02,45,727,6.19%,10.5
2026-05-03,75,914,8.21%,8.6
