# ----------------------------------------
# linkdolls-new - GA4
# 点击率1-点击数（过滤亚洲）-自由形式 1
# 20260608-20260614
# ----------------------------------------

Click_URL,事件数,活跃用户
,1617,828,总计
https://linkdolls.com/collections/fake-ass-sex-toy,177,160
https://linkdolls.com/collections/bbw-sex-doll-torso,158,141
https://linkdolls.com/collections/silicone-sex-doll-torso-love-torso-silicone-doll,128,115
https://linkdolls.com/collections/full-doll,92,65
https://linkdolls.com/collections/sex-doll-torso-with-head,78,67
https://linkdolls.com/collections/under-100,72,67
https://linkdolls.com/collections/fake-pussy-fake-vagina-sex-toys,69,61
https://linkdolls.com/collections/boob-job-sex-toys,54,44
https://linkdolls.com/,52,29
https://linkdolls.com/collections/sex-doll-torso-dildo-for-woman,50,42
https://linkdolls.com/collections/sex-doll-legs,37,29
https://linkdolls.com/collections/sex-doll-torso,36,29
https://linkdolls.com/customer_authentication/redirect?locale=en&region_country=US,36,13
https://linkdolls.com/collections/vibrating-sex-doll-torso,32,29
https://linkdolls.com/collections/all,29,25
https://linkdolls.com/collections/300-600,25,24
https://linkdolls.com/collections/robotic-sex-doll,25,21
https://linkdolls.com/collections/silicone-sex-dolls,25,21
https://linkdolls.com/pages/all-category,22,15
https://linkdolls.com/collections/100-299,21,21
https://linkdolls.com/collections/anime-sex-doll,20,20
https://linkdolls.com/collections/celebrity-sex-dolls,19,19
https://linkdolls.com/collections/fantasy-sex-dolls,18,17
https://linkdolls.com/collections/sex-doll-head,17,16
https://linkdolls.com/collections/sex-doll-videos,15,11
https://linkdolls.com/collections/600-999,14,14
https://linkdolls.com/collections/new-sex-dolls-2023-05,14,13
https://linkdolls.com/collections/shemale-sex-doll-torso-1,12,12
https://linkdolls.com/collections/vajankle-foot-fetish-toys,12,8
https://linkdolls.com/blogs/featured-blog/the-mini-torso-guide-why-smaller-means-smarter,11,8
https://linkdolls.com/collections/in-stock-usa-1,11,11
,9,5
https://linkdolls.com/collections/mini-sex-doll,9,8
https://linkdolls.com/#,8,8
https://linkdolls.com/collections/bbw-sex-doll-list,7,7
https://linkdolls.com/blogs/dolls-info-qustions,6,4
https://linkdolls.com/cart,6,5
https://linkdolls.com/collections/huge-breasts-sex-dolls,6,6
https://account.linkdolls.com/?locale=en&region_country=US&buyer_flags=eyJhbGciOiJIUzI1NiJ9.eyJpc3Mi,5,4
