日期,点击次数,展示,点击率,排名
2026-06-29,68,455,14.95%,5.1
2026-06-30,55,345,15.94%,4.7
2026-07-01,63,408,15.44%,5.1
2026-07-02,65,407,15.97%,5
2026-07-03,66,394,16.75%,5.9
2026-07-04,58,363,15.98%,4.9
2026-07-05,58,408,14.22%,4.7
