日期,点击次数,展示,点击率,排名
2026-06-29,173,1255,13.78%,5.7
2026-06-30,163,1213,13.44%,5.7
2026-07-01,150,1167,12.85%,5.7
2026-07-02,147,1188,12.37%,6
2026-07-03,138,1132,12.19%,6.1
2026-07-04,143,1142,12.52%,6.2
2026-07-05,105,934,11.24%,5.7
