日期,点击次数,展示,点击率,排名
2026-06-15,43,398,10.8%,5.5
2026-06-16,74,413,17.92%,5
2026-06-17,68,392,17.35%,4.9
2026-06-18,76,406,18.72%,5.3
2026-06-19,60,409,14.67%,5.4
2026-06-20,68,406,16.75%,4.8
2026-06-21,69,380,18.16%,4.8
